% Data dagdebieten Vecht (representatief geacht voor Dalfsen)
% Door:	Chris Geerse
% Datum: 6 februari 2006
%
% Perioden:
% 01-01-1960 t/m 31-12-1983
% 01-10-1993 t/m 31-03-1994
% 01-10-1998 t/m 31-03-1999
% 01-10-2000 t/m 31-03-2001
%
% Herkomst data van 1-1-1960 t/m 31-12-1983 uit een Q-H relatie, zie [Chbab, 1995] voor informatie.
% [Chbab, 2005]: Frequentieanalyse Vechtafvoer te Vechterweerd. E.H. Chbab. 
% RIZA-Werkdocument 95.131x. RIZA Lelystad, september 1995.
%
% Van de drie daaropvolgende perioden is de herkomst onduidelijk.
% De kwaliteit van deze metingen is twijfelachtig:
% a. deze perioden bevatten geen erg lage afvoeren meer;
% b. het jaar 2000 bevat alleen afvoeren circa 125 m3/s (laat jaar 2000 bij voorkeur weg in analyses)
%
%jaar  	  maand 	  dag	afvoer
1973   	  06    	  27	1
1973   	  06    	  28	2
1973   	  06    	  29	5
1973   	  06    	  30	2
1973   	  07    	  01	13
1973   	  07    	  02	0
1973   	  07    	  03	1
1973   	  07    	  04	1
1973   	  07    	  05	0
1973   	  07    	  06	1
1973   	  07    	  07	1
1973   	  07    	  08	1
1973   	  07    	  09	1
1973   	  07    	  10	1
1973   	  07    	  11	1
1973   	  07    	  12	0
1973   	  07    	  13	1
1973   	  07    	  14	0
1973   	  07    	  15	0
1973   	  07    	  16	2
1973   	  07    	  17	3
1973   	  07    	  18	2
1973   	  07    	  19	3
1973   	  07    	  20	5
1973   	  07    	  21	2
1973   	  07    	  22	5
1973   	  07    	  23	0
1973   	  07    	  24	3
1973   	  07    	  25	3
1973   	  07    	  26	3
1973   	  07    	  27	5
1973   	  07    	  28	2
1973   	  07    	  29	3
1973   	  07    	  30	1
1973   	  07    	  31	2
1973   	  08    	  01	1
1973   	  08    	  02	2
1973   	  08    	  03	0
1973   	  08    	  04	1
1973   	  08    	  05	1
1973   	  08    	  06	3
1973   	  08    	  07	3
1973   	  08    	  08	2
1973   	  08    	  09	2
1973   	  08    	  10	1
1973   	  08    	  11	1
1973   	  08    	  12	0
1973   	  08    	  13	0
1973   	  08    	  14	0
1973   	  08    	  15	0
1973   	  08    	  16	0
1973   	  08    	  17	0
1973   	  08    	  18	1
1973   	  08    	  19	1
1973   	  08    	  20	1
1973   	  08    	  21	0
1973   	  08    	  22	0
1973   	  08    	  23	1
1973   	  08    	  24	1
1973   	  08    	  25	0
1973   	  08    	  26	1
1973   	  08    	  27	0
1973   	  08    	  28	0
1973   	  08    	  29	5
1973   	  08    	  30	1
1973   	  08    	  31	6
1973   	  09    	  01	2
1973   	  09    	  02	1
1973   	  09    	  03	3
1973   	  09    	  04	1
1973   	  09    	  05	1
1973   	  09    	  06	0
1973   	  09    	  07	1
1973   	  09    	  08	1
1973   	  09    	  09	1
1973   	  09    	  10	2
1973   	  09    	  11	9
1973   	  09    	  12	3
1973   	  09    	  13	1
1973   	  09    	  14	1
1973   	  09    	  15	0
1973   	  09    	  16	0
1973   	  09    	  17	3
1973   	  09    	  18	1
1973   	  09    	  19	0
1973   	  09    	  20	1
1973   	  09    	  21	0
1973   	  09    	  22	3
1973   	  09    	  23	9
1973   	  09    	  24	2
1973   	  09    	  25	5
1973   	  09    	  26	6
1973   	  09    	  27	3
1973   	  09    	  28	5
1973   	  09    	  29	3
1973   	  09    	  30	21
1973   	  10    	  01	2
1973   	  10    	  02	1
1973   	  10    	  03	5
1973   	  10    	  04	0
1973   	  10    	  05	3
1973   	  10    	  06	2
1973   	  10    	  07	2
1973   	  10    	  08	2
1973   	  10    	  09	5
1973   	  10    	  10	3
1973   	  10    	  11	21
1973   	  10    	  12	21
1973   	  10    	  13	6
1973   	  10    	  14	5
1973   	  10    	  15	6
1973   	  10    	  16	3
1973   	  10    	  17	7
1973   	  10    	  18	16
1973   	  10    	  19	21
1973   	  10    	  20	29
1973   	  10    	  21	42
1973   	  10    	  22	43
1973   	  10    	  23	43
1973   	  10    	  24	42
1973   	  10    	  25	31
1973   	  10    	  26	29
1973   	  10    	  27	25
1973   	  10    	  28	21
1973   	  10    	  29	6
1973   	  10    	  30	15
1973   	  10    	  31	13
1973   	  11    	  01	9
1973   	  11    	  02	12
1973   	  11    	  03	13
1973   	  11    	  04	8
1973   	  11    	  05	9
1973   	  11    	  06	14
1973   	  11    	  07	30
1973   	  11    	  08	23
1973   	  11    	  09	30
1973   	  11    	  10	14
1973   	  11    	  11	25
1973   	  11    	  12	20
1973   	  11    	  13	23
1973   	  11    	  14	30
1973   	  11    	  15	49
1973   	  11    	  16	49
1973   	  11    	  17	44
1973   	  11    	  18	27
1973   	  11    	  19	34
1973   	  11    	  20	30
1973   	  11    	  21	30
1973   	  11    	  22	17
1973   	  11    	  23	25
1973   	  11    	  24	27
1973   	  11    	  25	24
1973   	  11    	  26	25
1973   	  11    	  27	27
1973   	  11    	  28	38
1973   	  11    	  29	38
1973   	  11    	  30	38
1973   	  12    	  01	38
1973   	  12    	  02	36
1973   	  12    	  03	30
1973   	  12    	  04	31
1973   	  12    	  05	66
1973   	  12    	  06	77
1973   	  12    	  07	76
1973   	  12    	  08	69
1973   	  12    	  09	88
1973   	  12    	  10	81
1973   	  12    	  11	62
1973   	  12    	  12	59
1973   	  12    	  13	54
1973   	  12    	  14	87
1973   	  12    	  15	116
1973   	  12    	  16	110
1973   	  12    	  17	132
1973   	  12    	  18	141
1973   	  12    	  19	117
1973   	  12    	  20	93
1973   	  12    	  21	82
1973   	  12    	  22	61
1973   	  12    	  23	61
1973   	  12    	  24	62
1973   	  12    	  25	39
1973   	  12    	  26	65
1973   	  12    	  27	51
1973   	  12    	  28	46
1973   	  12    	  29	44
1973   	  12    	  30	44
1973   	  12    	  31	44
1974   	  01    	  01	40
1974   	  01    	  02	36
1974   	  01    	  03	31
1974   	  01    	  04	31
1974   	  01    	  05	36
1974   	  01    	  06	31
1974   	  01    	  07	32
1974   	  01    	  08	43
1974   	  01    	  09	67
1974   	  01    	  10	68
1974   	  01    	  11	60
1974   	  01    	  12	65
1974   	  01    	  13	62
1974   	  01    	  14	60
1974   	  01    	  15	59
1974   	  01    	  16	72
1974   	  01    	  17	74
1974   	  01    	  18	110
1974   	  01    	  19	124
1974   	  01    	  20	120
1974   	  01    	  21	105
1974   	  01    	  22	82
1974   	  01    	  23	65
1974   	  01    	  24	61
1974   	  01    	  25	56
1974   	  01    	  26	61
1974   	  01    	  27	51
1974   	  01    	  28	44
1974   	  01    	  29	44
1974   	  01    	  30	59
1974   	  01    	  31	72
1974   	  02    	  01	59
1974   	  02    	  02	58
1974   	  02    	  03	56
1974   	  02    	  04	47
1974   	  02    	  05	62
1974   	  02    	  06	43
1974   	  02    	  07	44
1974   	  02    	  08	53
1974   	  02    	  09	52
1974   	  02    	  10	90
1974   	  02    	  11	98
1974   	  02    	  12	90
1974   	  02    	  13	74
1974   	  02    	  14	61
1974   	  02    	  15	56
1974   	  02    	  16	46
1974   	  02    	  17	46
1974   	  02    	  18	44
1974   	  02    	  19	38
1974   	  02    	  20	38
1974   	  02    	  21	36
1974   	  02    	  22	35
1974   	  02    	  23	31
1974   	  02    	  24	44
1974   	  02    	  25	43
1974   	  02    	  26	31
1974   	  02    	  27	36
1974   	  02    	  28	30
1974   	  03    	  01	31
1974   	  03    	  02	28
1974   	  03    	  03	31
1974   	  03    	  04	32
1974   	  03    	  05	29
1974   	  03    	  06	37
1974   	  03    	  07	31
1974   	  03    	  08	38
1974   	  03    	  09	27
1974   	  03    	  10	28
1974   	  03    	  11	28
1974   	  03    	  12	27
1974   	  03    	  13	28
1974   	  03    	  14	23
1974   	  03    	  15	31
1974   	  03    	  16	31
1974   	  03    	  17	35
1974   	  03    	  18	44
1974   	  03    	  19	52
1974   	  03    	  20	54
1974   	  03    	  21	59
1974   	  03    	  22	52
1974   	  03    	  23	58
1974   	  03    	  24	44
1974   	  03    	  25	40
1974   	  03    	  26	32
1974   	  03    	  27	31
1974   	  03    	  28	25
1974   	  03    	  29	25
1974   	  03    	  30	23
1974   	  03    	  31	23
1974   	  04    	  01	21
1974   	  04    	  02	16
1974   	  04    	  03	21
1974   	  04    	  04	19
1974   	  04    	  05	14
1974   	  04    	  06	13
1974   	  04    	  07	17
1974   	  04    	  08	10
1974   	  04    	  09	10
1974   	  04    	  10	5
1974   	  04    	  11	6
1974   	  04    	  12	3
1974   	  04    	  13	3
1974   	  04    	  14	2
1974   	  04    	  15	1
1974   	  04    	  16	2
1974   	  04    	  17	5
1974   	  04    	  18	3
1974   	  04    	  19	5
1974   	  04    	  20	5
1974   	  04    	  21	2
1974   	  04    	  22	5
1974   	  04    	  23	7
1974   	  04    	  24	6
1974   	  04    	  25	3
1974   	  04    	  26	5
1974   	  04    	  27	0
1974   	  04    	  28	1
1974   	  04    	  29	1
1974   	  04    	  30	2
1974   	  05    	  01	3
1974   	  05    	  02	5
1974   	  05    	  03	3
1974   	  05    	  04	3
1974   	  05    	  05	5
1974   	  05    	  06	1
1974   	  05    	  07	2
1974   	  05    	  08	3
1974   	  05    	  09	6
1974   	  05    	  10	3
1974   	  05    	  11	2
1974   	  05    	  12	2
1974   	  05    	  13	1
1974   	  05    	  14	1
1974   	  05    	  15	6
1974   	  05    	  16	5
1974   	  05    	  17	5
1974   	  05    	  18	1
1974   	  05    	  19	1
1974   	  05    	  20	3
1974   	  05    	  21	1
1974   	  05    	  22	2
1974   	  05    	  23	3
1974   	  05    	  24	5
1974   	  05    	  25	1
1974   	  05    	  26	5
1974   	  05    	  27	3
1974   	  05    	  28	1
1974   	  05    	  29	2
1974   	  05    	  30	6
1974   	  05    	  31	1
1974   	  06    	  01	2
1974   	  06    	  02	1
1974   	  06    	  03	1
1974   	  06    	  04	2
1974   	  06    	  05	2
1974   	  06    	  06	5
1974   	  06    	  07	5
1974   	  06    	  08	0
1974   	  06    	  09	2
1974   	  06    	  10	6
1974   	  06    	  11	5
1974   	  06    	  12	1
1974   	  06    	  13	2
1974   	  06    	  14	2
1974   	  06    	  15	6
1974   	  06    	  16	2
1974   	  06    	  17	1
1974   	  06    	  18	2
1974   	  06    	  19	5
1974   	  06    	  20	2
1974   	  06    	  21	1
1974   	  06    	  22	5
1974   	  06    	  23	5
1974   	  06    	  24	5
1974   	  06    	  25	5
1974   	  06    	  26	0
1974   	  06    	  27	1
1974   	  06    	  28	1
1974   	  06    	  29	0
1974   	  06    	  30	1
1974   	  07    	  01	1
1974   	  07    	  02	3
1974   	  07    	  03	3
1974   	  07    	  04	3
1974   	  07    	  05	9
1974   	  07    	  06	24
1974   	  07    	  07	16
1974   	  07    	  08	13
1974   	  07    	  09	2
1974   	  07    	  10	5
1974   	  07    	  11	7
1974   	  07    	  12	3
1974   	  07    	  13	1
1974   	  07    	  14	3
1974   	  07    	  15	2
1974   	  07    	  16	3
1974   	  07    	  17	2
1974   	  07    	  18	2
1974   	  07    	  19	2
1974   	  07    	  20	3
1974   	  07    	  21	1
1974   	  07    	  22	1
1974   	  07    	  23	2
1974   	  07    	  24	2
1974   	  07    	  25	5
1974   	  07    	  26	2
1974   	  07    	  27	1
1974   	  07    	  28	2
1974   	  07    	  29	5
1974   	  07    	  30	2
1974   	  07    	  31	3
1974   	  08    	  01	2
1974   	  08    	  02	6
1974   	  08    	  03	2
1974   	  08    	  04	1
1974   	  08    	  05	0
1974   	  08    	  06	9
1974   	  08    	  07	1
1974   	  08    	  08	1
1974   	  08    	  09	1
1974   	  08    	  10	0
1974   	  08    	  11	0
1974   	  08    	  12	2
1974   	  08    	  13	7
1974   	  08    	  14	7
1974   	  08    	  15	10
1974   	  08    	  16	7
1974   	  08    	  17	7
1974   	  08    	  18	7
1974   	  08    	  19	6
1974   	  08    	  20	1
1974   	  08    	  21	1
1974   	  08    	  22	2
1974   	  08    	  23	0
1974   	  08    	  24	1
1974   	  08    	  25	2
1974   	  08    	  26	2
1974   	  08    	  27	0
1974   	  08    	  28	2
1974   	  08    	  29	1
1974   	  08    	  30	0
1974   	  08    	  31	1
1974   	  09    	  01	0
1974   	  09    	  02	1
1974   	  09    	  03	2
1974   	  09    	  04	7
1974   	  09    	  05	5
1974   	  09    	  06	5
1974   	  09    	  07	13
1974   	  09    	  08	9
1974   	  09    	  09	7
1974   	  09    	  10	6
1974   	  09    	  11	7
1974   	  09    	  12	12
1974   	  09    	  13	7
1974   	  09    	  14	3
1974   	  09    	  15	6
1974   	  09    	  16	5
1974   	  09    	  17	5
1974   	  09    	  18	6
1974   	  09    	  19	5
1974   	  09    	  20	2
1974   	  09    	  21	5
1974   	  09    	  22	6
1974   	  09    	  23	5
1974   	  09    	  24	5
1974   	  09    	  25	6
1974   	  09    	  26	8
1974   	  09    	  27	14
1974   	  09    	  28	15
1974   	  09    	  29	13
1974   	  09    	  30	8
1974   	  10    	  01	9
1974   	  10    	  02	7
1974   	  10    	  03	10
1974   	  10    	  04	7
1974   	  10    	  05	9
1974   	  10    	  06	14
1974   	  10    	  07	13
1974   	  10    	  08	21
1974   	  10    	  09	17
1974   	  10    	  10	21
1974   	  10    	  11	22
1974   	  10    	  12	14
1974   	  10    	  13	16
1974   	  10    	  14	15
1974   	  10    	  15	13
1974   	  10    	  16	17
1974   	  10    	  17	14
1974   	  10    	  18	14
1974   	  10    	  19	15
1974   	  10    	  20	16
1974   	  10    	  21	17
1974   	  10    	  22	25
1974   	  10    	  23	24
1974   	  10    	  24	31
1974   	  10    	  25	56
1974   	  10    	  26	50
1974   	  10    	  27	51
1974   	  10    	  28	62
1974   	  10    	  29	89
1974   	  10    	  30	101
1974   	  10    	  31	79
1974   	  11    	  01	98
1974   	  11    	  02	105
1974   	  11    	  03	102
1974   	  11    	  04	99
1974   	  11    	  05	105
1974   	  11    	  06	106
1974   	  11    	  07	99
1974   	  11    	  08	90
1974   	  11    	  09	101
1974   	  11    	  10	102
1974   	  11    	  11	105
1974   	  11    	  12	106
1974   	  11    	  13	99
1974   	  11    	  14	101
1974   	  11    	  15	101
1974   	  11    	  16	103
1974   	  11    	  17	139
1974   	  11    	  18	91
1974   	  11    	  19	99
1974   	  11    	  20	95
1974   	  11    	  21	89
1974   	  11    	  22	87
1974   	  11    	  23	94
1974   	  11    	  24	99
1974   	  11    	  25	104
1974   	  11    	  26	119
1974   	  11    	  27	110
1974   	  11    	  28	109
1974   	  11    	  29	160
1974   	  11    	  30	143
1974   	  12    	  01	119
1974   	  12    	  02	113
1974   	  12    	  03	91
1974   	  12    	  04	91
1974   	  12    	  05	87
1974   	  12    	  06	102
1974   	  12    	  07	102
1974   	  12    	  08	105
1974   	  12    	  09	131
1974   	  12    	  10	127
1974   	  12    	  11	125
1974   	  12    	  12	154
1974   	  12    	  13	169
1974   	  12    	  14	160
1974   	  12    	  15	149
1974   	  12    	  16	130
1974   	  12    	  17	132
1974   	  12    	  18	153
1974   	  12    	  19	163
1974   	  12    	  20	150
1974   	  12    	  21	146
1974   	  12    	  22	106
1974   	  12    	  23	86
1974   	  12    	  24	72
1974   	  12    	  25	77
1974   	  12    	  26	101
1974   	  12    	  27	118
1974   	  12    	  28	197
1974   	  12    	  29	184
1974   	  12    	  30	172
1974   	  12    	  31	156
1975   	  01    	  01	130
1975   	  01    	  02	110
1975   	  01    	  03	97
1975   	  01    	  04	87
1975   	  01    	  05	74
1975   	  01    	  06	79
1975   	  01    	  07	82
1975   	  01    	  08	135
1975   	  01    	  09	136
1975   	  01    	  10	125
1975   	  01    	  11	104
1975   	  01    	  12	83
1975   	  01    	  13	76
1975   	  01    	  14	66
1975   	  01    	  15	62
1975   	  01    	  16	58
1975   	  01    	  17	56
1975   	  01    	  18	72
1975   	  01    	  19	76
1975   	  01    	  20	81
1975   	  01    	  21	59
1975   	  01    	  22	67
1975   	  01    	  23	79
1975   	  01    	  24	99
1975   	  01    	  25	90
1975   	  01    	  26	90
1975   	  01    	  27	81
1975   	  01    	  28	89
1975   	  01    	  29	173
1975   	  01    	  30	178
1975   	  01    	  31	133
1975   	  02    	  01	121
1975   	  02    	  02	124
1975   	  02    	  03	103
1975   	  02    	  04	80
1975   	  02    	  05	75
1975   	  02    	  06	57
1975   	  02    	  07	46
1975   	  02    	  08	47
1975   	  02    	  09	45
1975   	  02    	  10	45
1975   	  02    	  11	39
1975   	  02    	  12	39
1975   	  02    	  13	46
1975   	  02    	  14	52
1975   	  02    	  15	83
1975   	  02    	  16	66
1975   	  02    	  17	58
1975   	  02    	  18	50
1975   	  02    	  19	44
1975   	  02    	  20	64
1975   	  02    	  21	50
1975   	  02    	  22	47
1975   	  02    	  23	40
1975   	  02    	  24	39
1975   	  02    	  25	38
1975   	  02    	  26	39
1975   	  02    	  27	39
1975   	  02    	  28	29
1975   	  03    	  01	34
1975   	  03    	  02	31
1975   	  03    	  03	34
1975   	  03    	  04	35
1975   	  03    	  05	36
1975   	  03    	  06	43
1975   	  03    	  07	37
1975   	  03    	  08	43
1975   	  03    	  09	76
1975   	  03    	  10	69
1975   	  03    	  11	60
1975   	  03    	  12	54
1975   	  03    	  13	39
1975   	  03    	  14	40
1975   	  03    	  15	42
1975   	  03    	  16	53
1975   	  03    	  17	76
1975   	  03    	  18	64
1975   	  03    	  19	54
1975   	  03    	  20	54
1975   	  03    	  21	45
1975   	  03    	  22	45
1975   	  03    	  23	46
1975   	  03    	  24	43
1975   	  03    	  25	37
1975   	  03    	  26	45
1975   	  03    	  27	91
1975   	  03    	  28	88
1975   	  03    	  29	114
1975   	  03    	  30	126
1975   	  03    	  31	113
1975   	  04    	  01	102
1975   	  04    	  02	76
1975   	  04    	  03	71
1975   	  04    	  04	68
1975   	  04    	  05	94
1975   	  04    	  06	97
1975   	  04    	  07	90
1975   	  04    	  08	87
1975   	  04    	  09	82
1975   	  04    	  10	83
1975   	  04    	  11	69
1975   	  04    	  12	64
1975   	  04    	  13	57
1975   	  04    	  14	57
1975   	  04    	  15	71
1975   	  04    	  16	105
1975   	  04    	  17	89
1975   	  04    	  18	69
1975   	  04    	  19	68
1975   	  04    	  20	59
1975   	  04    	  21	54
1975   	  04    	  22	56
1975   	  04    	  23	40
1975   	  04    	  24	37
1975   	  04    	  25	37
1975   	  04    	  26	31
1975   	  04    	  27	30
1975   	  04    	  28	31
1975   	  04    	  29	27
1975   	  04    	  30	31
1975   	  05    	  01	29
1975   	  05    	  02	29
1975   	  05    	  03	28
1975   	  05    	  04	31
1975   	  05    	  05	35
1975   	  05    	  06	28
1975   	  05    	  07	25
1975   	  05    	  08	25
1975   	  05    	  09	46
1975   	  05    	  10	74
1975   	  05    	  11	79
1975   	  05    	  12	69
1975   	  05    	  13	40
1975   	  05    	  14	45
1975   	  05    	  15	31
1975   	  05    	  16	31
1975   	  05    	  17	28
1975   	  05    	  18	29
1975   	  05    	  19	32
1975   	  05    	  20	24
1975   	  05    	  21	21
1975   	  05    	  22	23
1975   	  05    	  23	19
1975   	  05    	  24	17
1975   	  05    	  25	15
1975   	  05    	  26	8
1975   	  05    	  27	6
1975   	  05    	  28	7
1975   	  05    	  29	9
1975   	  05    	  30	9
1975   	  05    	  31	10
1975   	  06    	  01	7
1975   	  06    	  02	7
1975   	  06    	  03	9
1975   	  06    	  04	10
1975   	  06    	  05	9
1975   	  06    	  06	9
1975   	  06    	  07	8
1975   	  06    	  08	3
1975   	  06    	  09	6
1975   	  06    	  10	3
1975   	  06    	  11	1
1975   	  06    	  12	0
1975   	  06    	  13	3
1975   	  06    	  14	5
1975   	  06    	  15	6
1975   	  06    	  16	5
1975   	  06    	  17	6
1975   	  06    	  18	6
1975   	  06    	  19	6
1975   	  06    	  20	6
1975   	  06    	  21	3
1975   	  06    	  22	3
1975   	  06    	  23	6
1975   	  06    	  24	10
1975   	  06    	  25	13
1975   	  06    	  26	12
1975   	  06    	  27	5
1975   	  06    	  28	1
1975   	  06    	  29	1
1975   	  06    	  30	3
1975   	  07    	  01	3
1975   	  07    	  02	1
1975   	  07    	  03	3
1975   	  07    	  04	0
1975   	  07    	  05	1
1975   	  07    	  06	5
1975   	  07    	  07	1
1975   	  07    	  08	1
1975   	  07    	  09	3
1975   	  07    	  10	9
1975   	  07    	  11	8
1975   	  07    	  12	9
1975   	  07    	  13	5
1975   	  07    	  14	6
1975   	  07    	  15	5
1975   	  07    	  16	8
1975   	  07    	  17	5
1975   	  07    	  18	1
1975   	  07    	  19	9
1975   	  07    	  20	9
1975   	  07    	  21	13
1975   	  07    	  22	16
1975   	  07    	  23	10
1975   	  07    	  24	9
1975   	  07    	  25	7
1975   	  07    	  26	5
1975   	  07    	  27	5
1975   	  07    	  28	5
1975   	  07    	  29	8
1975   	  07    	  30	1
1975   	  07    	  31	1
1975   	  08    	  01	1
1975   	  08    	  02	0
1975   	  08    	  03	0
1975   	  08    	  04	0
1975   	  08    	  05	1
1975   	  08    	  06	0
1975   	  08    	  07	0
1975   	  08    	  08	0
1975   	  08    	  09	0
1975   	  08    	  10	0
1975   	  08    	  11	0
1975   	  08    	  12	1
1975   	  08    	  13	0
1975   	  08    	  14	0
1975   	  08    	  15	0
1975   	  08    	  16	1
1975   	  08    	  17	1
1975   	  08    	  18	0
1975   	  08    	  19	0
1975   	  08    	  20	1
1975   	  08    	  21	0
1975   	  08    	  22	1
1975   	  08    	  23	1
1975   	  08    	  24	0
1975   	  08    	  25	1
1975   	  08    	  26	1
1975   	  08    	  27	1
1975   	  08    	  28	3
1975   	  08    	  29	0
1975   	  08    	  30	1
1975   	  08    	  31	0
1975   	  09    	  01	1
1975   	  09    	  02	3
1975   	  09    	  03	6
1975   	  09    	  04	1
1975   	  09    	  05	1
1975   	  09    	  06	3
1975   	  09    	  07	6
1975   	  09    	  08	1
1975   	  09    	  09	1
1975   	  09    	  10	1
1975   	  09    	  11	1
1975   	  09    	  12	0
1975   	  09    	  13	1
1975   	  09    	  14	0
1975   	  09    	  15	3
1975   	  09    	  16	0
1975   	  09    	  17	1
1975   	  09    	  18	1
1975   	  09    	  19	2
1975   	  09    	  20	1
1975   	  09    	  21	1
1975   	  09    	  22	1
1975   	  09    	  23	0
1975   	  09    	  24	1
1975   	  09    	  25	0
1975   	  09    	  26	0
1975   	  09    	  27	0
1975   	  09    	  28	6
1975   	  09    	  29	1
1975   	  09    	  30	0
1975   	  10    	  01	1
1975   	  10    	  02	1
1975   	  10    	  03	3
1975   	  10    	  04	3
1975   	  10    	  05	6
1975   	  10    	  06	3
1975   	  10    	  07	3
1975   	  10    	  08	7
1975   	  10    	  09	3
1975   	  10    	  10	1
1975   	  10    	  11	3
1975   	  10    	  12	3
1975   	  10    	  13	0
1975   	  10    	  14	0
1975   	  10    	  15	1
1975   	  10    	  16	1
1975   	  10    	  17	1
1975   	  10    	  18	0
1975   	  10    	  19	0
1975   	  10    	  20	0
1975   	  10    	  21	1
1975   	  10    	  22	1
1975   	  10    	  23	1
1975   	  10    	  24	3
1975   	  10    	  25	1
1975   	  10    	  26	1
1975   	  10    	  27	1
1975   	  10    	  28	1
1975   	  10    	  29	1
1975   	  10    	  30	1
1975   	  10    	  31	1
1975   	  11    	  01	0
1975   	  11    	  02	6
1975   	  11    	  03	1
1975   	  11    	  04	3
1975   	  11    	  05	1
1975   	  11    	  06	1
1975   	  11    	  07	1
1975   	  11    	  08	1
1975   	  11    	  09	1
1975   	  11    	  10	0
1975   	  11    	  11	1
1975   	  11    	  12	0
1975   	  11    	  13	0
1975   	  11    	  14	3
1975   	  11    	  15	6
1975   	  11    	  16	3
1975   	  11    	  17	3
1975   	  11    	  18	6
1975   	  11    	  19	3
1975   	  11    	  20	9
1975   	  11    	  21	6
1975   	  11    	  22	8
1975   	  11    	  23	1
1975   	  11    	  24	6
1975   	  11    	  25	6
1975   	  11    	  26	6
1975   	  11    	  27	8
1975   	  11    	  28	9
1975   	  11    	  29	0
1975   	  11    	  30	27
1975   	  12    	  01	17
1975   	  12    	  02	21
1975   	  12    	  03	15
1975   	  12    	  04	17
1975   	  12    	  05	17
1975   	  12    	  06	17
1975   	  12    	  07	15
1975   	  12    	  08	15
1975   	  12    	  09	13
1975   	  12    	  10	0
1975   	  12    	  11	6
1975   	  12    	  12	6
1975   	  12    	  13	10
1975   	  12    	  14	10
1975   	  12    	  15	8
1975   	  12    	  16	6
1975   	  12    	  17	9
1975   	  12    	  18	10
1975   	  12    	  19	8
1975   	  12    	  20	8
1975   	  12    	  21	9
1975   	  12    	  22	10
1975   	  12    	  23	10
1975   	  12    	  24	9
1975   	  12    	  25	9
1975   	  12    	  26	9
1975   	  12    	  27	9
1975   	  12    	  28	12
1975   	  12    	  29	10
1975   	  12    	  30	7
1975   	  12    	  31	12
1976   	  01    	  01	10
1976   	  01    	  02	9
1976   	  01    	  03	48
1976   	  01    	  04	0
1976   	  01    	  05	76
1976   	  01    	  06	74
1976   	  01    	  07	87
1976   	  01    	  08	80
1976   	  01    	  09	70
1976   	  01    	  10	60
1976   	  01    	  11	96
1976   	  01    	  12	89
1976   	  01    	  13	84
1976   	  01    	  14	74
1976   	  01    	  15	78
1976   	  01    	  16	90
1976   	  01    	  17	96
1976   	  01    	  18	79
1976   	  01    	  19	70
1976   	  01    	  20	63
1976   	  01    	  21	84
1976   	  01    	  22	97
1976   	  01    	  23	92
1976   	  01    	  24	92
1976   	  01    	  25	85
1976   	  01    	  26	74
1976   	  01    	  27	69
1976   	  01    	  28	49
1976   	  01    	  29	47
1976   	  01    	  30	33
1976   	  01    	  31	52
1976   	  02    	  01	55
1976   	  02    	  02	54
1976   	  02    	  03	45
1976   	  02    	  04	41
1976   	  02    	  05	40
1976   	  02    	  06	40
1976   	  02    	  07	37
1976   	  02    	  08	33
1976   	  02    	  09	31
1976   	  02    	  10	35
1976   	  02    	  11	62
1976   	  02    	  12	76
1976   	  02    	  13	89
1976   	  02    	  14	116
1976   	  02    	  15	107
1976   	  02    	  16	80
1976   	  02    	  17	57
1976   	  02    	  18	55
1976   	  02    	  19	43
1976   	  02    	  20	43
1976   	  02    	  21	40
1976   	  02    	  22	38
1976   	  02    	  23	37
1976   	  02    	  24	34
1976   	  02    	  25	34
1976   	  02    	  26	28
1976   	  02    	  27	28
1976   	  02    	  28	31
1976   	  02    	  29	27
1976   	  03    	  01	28
1976   	  03    	  02	35
1976   	  03    	  03	34
1976   	  03    	  04	23
1976   	  03    	  05	26
1976   	  03    	  06	19
1976   	  03    	  07	20
1976   	  03    	  08	21
1976   	  03    	  09	24
1976   	  03    	  10	24
1976   	  03    	  11	18
1976   	  03    	  12	21
1976   	  03    	  13	20
1976   	  03    	  14	20
1976   	  03    	  15	20
1976   	  03    	  16	25
1976   	  03    	  17	6
1976   	  03    	  18	12
1976   	  03    	  19	11
1976   	  03    	  20	12
1976   	  03    	  21	9
1976   	  03    	  22	8
1976   	  03    	  23	11
1976   	  03    	  24	11
1976   	  03    	  25	11
1976   	  03    	  26	13
1976   	  03    	  27	26
1976   	  03    	  28	26
1976   	  03    	  29	26
1976   	  03    	  30	26
1976   	  03    	  31	25
1976   	  04    	  01	18
1976   	  04    	  02	20
1976   	  04    	  03	18
1976   	  04    	  04	15
1976   	  04    	  05	16
1976   	  04    	  06	20
1976   	  04    	  07	15
1976   	  04    	  08	16
1976   	  04    	  09	13
1976   	  04    	  10	15
1976   	  04    	  11	9
1976   	  04    	  12	9
1976   	  04    	  13	10
1976   	  04    	  14	5
1976   	  04    	  15	4
1976   	  04    	  16	6
1976   	  04    	  17	8
1976   	  04    	  18	2
1976   	  04    	  19	1
1976   	  04    	  20	1
1976   	  04    	  21	4
1976   	  04    	  22	2
1976   	  04    	  23	2
1976   	  04    	  24	2
1976   	  04    	  25	2
1976   	  04    	  26	2
1976   	  04    	  27	3
1976   	  04    	  28	2
1976   	  04    	  29	2
1976   	  04    	  30	0
1976   	  05    	  01	1
1976   	  05    	  02	2
1976   	  05    	  03	1
