%Afkomstig uit HR2006 = HR2001
%Door: Chris Geerse
%Datum: 21 april 2009
%
%PIEKAFVOER	TIJD	AFVOER
25000	-10.1417	12112.6033
25000	-9.8292	12500
25000	-9.8125	12517.60563
25000	-9.7667	12566.02113
25000	-9.7	12636.44366
25000	-9.6833	12654.0493
25000	-9.5667	12777.28873
25000	-9.4792	12869.71831
25000	-9.3792	12975.35211
25000	-9.2375	13125
25000	-9.1083	13247.62658
25000	-9.0833	13271.36076
25000	-9.0333	13318.82911
25000	-8.9958	13354.43038
25000	-8.8583	13484.96835
25000	-8.6875	13647.1519
25000	-8.6292	13702.53165
25000	-8.5792	13750
25000	-8.3958	13888.19096
25000	-8.3167	13947.86432
25000	-8.2208	14020.1005
25000	-8.2083	14029.52261
25000	-7.9917	14192.8392
25000	-7.75	14375
25000	-7.7458	14378.98089
25000	-7.725	14398.88535
25000	-7.6	14518.3121
25000	-7.5417	14574.04459
25000	-7.4708	14641.71975
25000	-7.2458	14856.6879
25000	-7.1167	14980.09554
25000	-7.0958	15000
25000	-6.9083	15219.72656
25000	-6.8708	15263.67188
25000	-6.825	15317.38281
25000	-6.8083	15336.91406
25000	-6.7833	15366.21094
25000	-6.7625	15390.625
25000	-6.5625	15625
25000	-6.3833	15775.13967
25000	-6.3708	15785.61453
25000	-6.1125	16002.09497
25000	-6.075	16033.51955
25000	-6.0625	16043.99441
25000	-5.9958	16099.86034
25000	-5.875	16201.11732
25000	-5.8458	16225.55866
25000	-5.8167	16250
25000	-5.7708	16305.44355
25000	-5.6542	16446.57258
25000	-5.6292	16476.81452
25000	-5.4708	16668.34677
25000	-5.4667	16673.3871
25000	-5.4583	16683.46774
25000	-5.4458	16698.58871
25000	-5.3	16875
25000	-5.1375	17043.10345
25000	-5.1125	17068.96552
25000	-5.1	17081.89655
25000	-5.0792	17103.44828
25000	-5.0167	17168.10345
25000	-4.9625	17224.13793
25000	-4.8583	17331.89655
25000	-4.8083	17383.62069
25000	-4.7875	17405.17241
25000	-4.7208	17474.13793
25000	-4.6958	17500
25000	-4.3792	17854.47761
25000	-4.3667	17868.47015
25000	-4.2792	17966.41791
25000	-4.2417	18008.39552
25000	-4.2333	18017.72388
25000	-4.2125	18041.04478
25000	-4.1958	18059.70149
25000	-4.1458	18115.67164
25000	-4.1375	18125
25000	-4	18290
25000	-3.975	18320
25000	-3.725	18620
25000	-3.6667	18690
25000	-3.6167	18750
25000	-3.5708	18842.90541
25000	-3.5667	18851.35135
25000	-3.525	18935.81081
25000	-3.4833	19020.27027
25000	-3.4292	19130.06757
25000	-3.325	19341.21622
25000	-3.3125	19366.55405
25000	-3.3083	19375
25000	-3.3	19390.06024
25000	-3.2333	19510.54217
25000	-3.2167	19540.66265
25000	-3.1042	19743.9759
25000	-3.0792	19789.15663
25000	-2.9625	20000
25000	-2.95	20023.4375
25000	-2.9333	20054.6875
25000	-2.8958	20125
25000	-2.85	20210.9375
25000	-2.8083	20289.0625
25000	-2.7542	20390.625
25000	-2.7458	20406.25
25000	-2.6625	20562.5
25000	-2.6292	20625
25000	-2.5667	20732.75862
25000	-2.5417	20775.86207
25000	-2.4792	20883.62069
25000	-2.4333	20962.64368
25000	-2.3833	21048.85058
25000	-2.3458	21113.50575
25000	-2.2667	21250
25000	-2.225	21338.02817
25000	-2.2167	21355.6338
25000	-2.175	21443.66197
25000	-2.0833	21637.32394
25000	-2.0542	21698.94366
25000	-2.0333	21742.95775
25000	-1.9708	21875
25000	-1.9083	22005.20833
25000	-1.7667	22300.34722
25000	-1.7625	22309.02778
25000	-1.6917	22456.59722
25000	-1.6708	22500
25000	-1.6583	22521.06742
25000	-1.625	22577.24719
25000	-1.5917	22633.42697
25000	-1.5792	22654.49438
25000	-1.4083	22942.41573
25000	-1.3	23125
25000	-1.2667	23185.24096
25000	-1.2542	23207.83132
25000	-1.2417	23230.42169
25000	-1.1833	23335.84337
25000	-1.1667	23365.96386
25000	-1.1375	23418.6747
25000	-1.1333	23426.20482
25000	-0.9542	23750
25000	-0.8958	23840.20619
25000	-0.8542	23904.63918
25000	-0.7875	24007.73196
25000	-0.7292	24097.93814
25000	-0.6542	24213.91753
25000	-0.5792	24329.89691
25000	-0.55	24375
25000	-0.5	24431.81818
25000	-0.2292	24739.58333
25000	0	25000
25000	0.45	24669.11765
25000	0.8	24411.76471
25000	0.85	24375
25000	0.8833	24322.36842
25000	0.9667	24190.78947
25000	1.0417	24072.36842
25000	1.1	23980.26316
25000	1.1583	23888.15789
25000	1.1958	23828.94737
25000	1.2458	23750
25000	1.4167	23429.6875
25000	1.4208	23421.875
25000	1.4458	23375
25000	1.4625	23343.75
25000	1.5208	23234.375
25000	1.5333	23210.9375
25000	1.5458	23187.5
25000	1.5792	23125
25000	1.6833	22904.92958
25000	1.7917	22676.05634
25000	1.8042	22649.64789
25000	1.8333	22588.02817
25000	1.8625	22526.40845
25000	1.875	22500
25000	1.8917	22461.53846
25000	1.9542	22317.30769
25000	1.9583	22307.69231
25000	2.0875	22009.61538
25000	2.1458	21875
25000	2.2042	21765.625
25000	2.225	21726.5625
25000	2.2542	21671.875
25000	2.3875	21421.875
25000	2.4292	21343.75
25000	2.4333	21335.9375
25000	2.475	21257.8125
25000	2.4792	21250
25000	2.5792	21122.88136
25000	2.6458	21038.13559
25000	2.725	20937.5
25000	2.7375	20921.61017
25000	2.8833	20736.22881
25000	2.9208	20688.55932
25000	2.9708	20625
25000	2.9833	20606.97115
25000	3.2167	20270.43269
25000	3.2333	20246.39423
25000	3.2917	20162.25962
25000	3.3208	20120.19231
25000	3.3542	20072.11538
25000	3.3792	20036.05769
25000	3.3958	20012.01923
25000	3.4042	20000
25000	3.4625	19901.68539
25000	3.5083	19824.4382
25000	3.6625	19564.60674
25000	3.6833	19529.49438
25000	3.775	19375
25000	3.7833	19363.09524
25000	3.7917	19351.19048
25000	3.925	19160.71429
25000	3.9958	19059.52381
25000	4.0042	19047.61905
25000	4.0542	18976.19048
25000	4.1208	18880.95238
25000	4.1333	18863.09524
25000	4.2125	18750
25000	4.2583	18690.73276
25000	4.3167	18615.30172
25000	4.5292	18340.51724
25000	4.6333	18205.81897
25000	4.6958	18125
25000	4.7042	18115.74074
25000	4.7417	18074.07407
25000	4.775	18037.03704
25000	4.7833	18027.77778
25000	4.8167	17990.74074
25000	4.9542	17837.96296
25000	5.1667	17601.85185
25000	5.2167	17546.2963
25000	5.2583	17500
25000	5.3875	17371.68874
25000	5.4417	17317.88079
25000	5.5792	17181.29139
25000	5.5875	17173.01324
25000	5.5917	17168.87417
25000	5.65	17110.92715
25000	5.6542	17106.78808
25000	5.7667	16995.03311
25000	5.8875	16875
25000	6.0625	16669.92187
25000	6.075	16655.27344
25000	6.1208	16601.5625
25000	6.1542	16562.5
25000	6.2917	16401.36719
25000	6.4208	16250
25000	6.4458	16226.99387
25000	6.6	16085.1227
25000	6.625	16062.11656
25000	6.6958	15996.93252
25000	6.7042	15989.2638
25000	6.8083	15893.40491
25000	6.9292	15782.20859
25000	7.1	15625
25000	7.25	15487.80488
25000	7.325	15419.20732
25000	7.3917	15358.23171
25000	7.4167	15335.36585
25000	7.5333	15228.65854
25000	7.7292	15049.54268
25000	7.7833	15000
25000	7.8958	14866.07143
25000	7.9167	14841.26984
25000	8.05	14682.53968
25000	8.1542	14558.53175
25000	8.2167	14484.12698
25000	8.2292	14469.24603
25000	8.2792	14409.72222
25000	8.3083	14375
25000	8.3625	14318.96552
25000	8.6083	14064.65517
25000	8.6458	14025.86207
25000	8.7417	13926.72414
25000	8.8292	13836.2069
25000	8.9042	13758.62069
25000	8.9125	13750
25000	9.1833	13521.76966
25000	9.2958	13426.96629
25000	9.3167	13409.41011
25000	9.3833	13353.23034
25000	9.4667	13283.00562
25000	9.4917	13261.9382
25000	9.65	13128.51124
25000	9.6542	13125
25000	9.7625	13039.02116
25000	9.8	13009.25926
25000	10.1667	12718.25397
25000	10.2125	12681.87831
25000	10.3208	12595.89948
25000	10.4333	12506.61376
25000	10.4417	12500
25000	10.4458	12496.40805
25000	10.6458	12323.99426
25000	10.6542	12316.81034
25000	10.9042	12101.2931
25000	10.9958	12022.27012
25000	11.1667	11875
25000	11.2125	11848.14453
25000	11.4042	11735.83984
25000	11.575	11635.74219
25000	11.6542	11589.35547
25000	11.9083	11440.42969
25000	11.975	11401.36719
25000	12.0125	11379.39453
25000	12.2333	11250
25000	12.4958	11119.18605
25000	12.7583	10988.37209
25000	12.7833	10975.91362
25000	12.9208	10907.39203
25000	13.2667	10735.04983
25000	13.4875	10625
25000	13.5333	10607.63889
25000	13.6042	10580.80808
25000	13.6542	10561.86869
25000	14.5	10241.47727
25000	14.5208	10233.58586
25000	14.9292	10078.91414
25000	14.9458	10072.60101
25000	14.9833	10058.39647
25000	15.1375	10000
25000	15.85	9802.083333
25000	15.9125	9784.722222
25000	16.1667	9714.120369
25000	16.3125	9673.611111
25000	16.9625	9493.055556
25000	17.1333	9445.601853
25000	17.2375	9416.666667
25000	17.3875	9375
25000	17.8125	9266.949153
25000	17.925	9238.347458
25000	18.1375	9184.322034
25000	18.3792	9122.881356
25000	18.4875	9095.338984
25000	18.6167	9062.5
25000	19.3583	8861.687726
25000	19.4	8850.406137
25000	19.6917	8771.435016
25000	19.7708	8750
25000	20.4333	8562.500001
25000	20.5042	8542.452829
25000	20.6917	8489.386791
25000	20.875	8437.5
25000	21.0333	8398.692811
25000	21.9042	8185.253267
25000	22.1458	8126.021243
25000	22.15	8125
25000	22.85	7987.565445
25000	23.3833	7882.853404
25000	23.7042	7819.862565
25000	23.7417	7812.5
25000	24.4792	7654.011461
25000	25.0167	7538.502864
25000	25.1958	7500
25000	25.3958	7462.779156
25000	26.425	7271.246898
25000	26.8417	7193.703473
25000	26.875	7187.5
25000	28.7792	6875
25000	29.2	6828.855995
25000	29.9542	6746.162281
25000	30.9458	6637.426901
25000	31.6292	6562.5
25000	33.8875	6257.31982
25000	33.9417	6250
25000	33.9458	6249.528303
25000	36.15	6000
25000	36.8206119	5750
25000	37.51446895	5500
25000	38.20875526	5250
25000	38.87183468	5000
25000	39.50723338	4750
25000	40.14107722	4500
25000	40.79369688	4250
25000	41.46345913	4000
25000	42.13420395	3750
25000	42.80495199	3500
25000	43.49208676	3250
25000	44.21029538	3000
25000	44.98725187	2750
25000	45.8259876	2500
25000	46.70761843	2250
25000	47.60901077	2000
25000	48.49944272	1750
25000	49.35771186	1500
25000	50.18441324	1250
25000	50.90931881	1000
25000	51.36405241	750
25000	51.50053896	500
25000	51.52431013	250
25000	51.53031013	0
