LocationID; CalculationTypeID; Min; Max
1100001; 0;    3;    5
1100001; 1;   10;   50
1100001; 2;    1;    4
1100001; 5;    2;    4
1100002; 0;    3;    5
1100002; 1;   10;   50
1100002; 2;    1;    4
1100002; 5;    2;    4
1100003; 0;    3;    5
1100003; 1;   10;   50
1100003; 2;    1;    4
1100003; 5;    2;    4
1100004; 0;    3;    5
1100004; 1;   10;   50
1100004; 2;    1;    4
1100004; 5;    2;    4
1100005; 0;    3;    5
1100005; 1;   10;   50
1100005; 2;    1;    4
1100005; 5;    2;    4
1100006; 0;    3;    5
1100006; 1;   10;   50
1100006; 2;    1;    4
1100006; 5;    2;    4
1100007; 0;    3;    5
1100007; 1;   10;   50
1100007; 2;    1;    4
1100007; 5;    2;    4
1100008; 0;    3;    5
1100008; 1;   10;   50
1100008; 2;    1;    4
1100008; 5;    2;    4
1100009; 0;    3;    5
1100009; 1;   10;   50
1100009; 2;    1;    4
1100009; 5;    2;    4
1100010; 0;    3;    5
1100010; 1;   10;   50
1100010; 2;    1;    4
1100010; 5;    2;    4
1100011; 0;    3;    5
1100011; 1;   10;   50
1100011; 2;    1;    4
1100011; 5;    2;    4
1100012; 0;    3;    5
1100012; 1;   10;   50
1100012; 2;    1;    4
1100012; 5;    2;    4
1100013; 0;    3;    5
1100013; 1;   10;   50
1100013; 2;    1;    4
1100013; 5;    2;    4
1100014; 0;    3;    5
1100014; 1;   10;   50
1100014; 2;    1;    4
1100014; 5;    2;    4
1100015; 0;    3;    5
1100015; 1;   10;   50
1100015; 2;    1;    4
1100015; 5;    2;    4
1100016; 0;    3;    5
1100016; 1;   10;   50
1100016; 2;    1;    4
1100016; 5;    2;    4
1100017; 0;    3;    5
1100017; 1;   10;   50
1100017; 2;    1;    4
1100017; 5;    2;    4
1100018; 0;    3;    5
1100018; 1;   10;   50
1100018; 2;    1;    4
1100018; 5;    2;    4
1100019; 0;    3;    5
1100019; 1;   10;   50
1100019; 2;    1;    4
1100019; 5;    2;    4
1100020; 0;    3;    5
1100020; 1;   10;   50
1100020; 2;    1;    4
1100020; 5;    2;    4
1100021; 0;    3;    5
1100021; 1;   10;   50
1100021; 2;    1;    4
1100021; 5;    2;    4
1100022; 0;    3;    5
1100022; 1;   10;   50
1100022; 2;    1;    4
1100022; 5;    2;    4
1100023; 0;    3;    5
1100023; 1;   10;   50
1100023; 2;    1;    4
1100023; 5;    2;    4
1100024; 0;    3;    5
1100024; 1;   10;   50
1100024; 2;    1;    4
1100024; 5;    2;    4
1100025; 0;    3;    5
1100025; 1;   10;   50
1100025; 2;    1;    4
1100025; 5;    2;    4
1100026; 0;    3;    5
1100026; 1;   10;   50
1100026; 2;    1;    4
1100026; 5;    2;    4
1100027; 0;    3;    5
1100027; 1;   10;   50
1100027; 2;    1;    4
1100027; 5;    2;    4
1100028; 0;    3;    5
1100028; 1;   10;   50
1100028; 2;    1;    4
1100028; 5;    2;    4
1100029; 0;    3;    5
1100029; 1;   10;   50
1100029; 2;    1;    4
1100029; 5;    2;    4
1100030; 0;    3;    5
1100030; 1;   10;   50
1100030; 2;    1;    4
1100030; 5;    2;    4
1100031; 0;    3;    5
1100031; 1;   10;   50
1100031; 2;    1;    4
1100031; 5;    2;    4
