LocationID; CalculationTypeID; Min; Max
200001; 0;    2;    4
200001; 1;   10;   50
200001; 2;    1;    4
200001; 5;    2;    4
200002; 0;    2;    4
200002; 1;   10;   50
200002; 2;    1;    4
200002; 5;    2;    4
200003; 0;    2;    4
200003; 1;   10;   50
200003; 2;    1;    4
200003; 5;    2;    4
200004; 0;    2;    4
200004; 1;   10;   50
200004; 2;    1;    4
200004; 5;    2;    4
200005; 0;    2;    4
200005; 1;   10;   50
200005; 2;    1;    4
200005; 5;    2;    4
200006; 0;    2;    4
200006; 1;   10;   50
200006; 2;    1;    4
200006; 5;    2;    4
200007; 0;    2;    4
200007; 1;   10;   50
200007; 2;    1;    4
200007; 5;    2;    4
200008; 0;    2;    4
200008; 1;   10;   50
200008; 2;    1;    4
200008; 5;    2;    4
200009; 0;    2;    4
200009; 1;   10;   50
200009; 2;    1;    4
200009; 5;    2;    4
200010; 0;    2;    4
200010; 1;   10;   50
200010; 2;    1;    4
200010; 5;    2;    4
200011; 0;    2;    4
200011; 1;   10;   50
200011; 2;    1;    4
200011; 5;    2;    4
200012; 0;    2;    4
200012; 1;   10;   50
200012; 2;    1;    4
200012; 5;    2;    4
200013; 0;    2;    4
200013; 1;   10;   50
200013; 2;    1;    4
200013; 5;    2;    4
200014; 0;    2;    4
200014; 1;   10;   50
200014; 2;    1;    4
200014; 5;    2;    4
200015; 0;    2;    4
200015; 1;   10;   50
200015; 2;    1;    4
200015; 5;    2;    4
200016; 0;    2;    4
200016; 1;   10;   50
200016; 2;    1;    4
200016; 5;    2;    4
200017; 0;    2;    4
200017; 1;   10;   50
200017; 2;    1;    4
200017; 5;    2;    4
200018; 0;    2;    4
200018; 1;   10;   50
200018; 2;    1;    4
200018; 5;    2;    4
200019; 0;    2;    4
200019; 1;   10;   50
200019; 2;    1;    4
200019; 5;    2;    4
200020; 0;    2;    4
200020; 1;   10;   50
200020; 2;    1;    4
200020; 5;    2;    4
200021; 0;    2;    4
200021; 1;   10;   50
200021; 2;    1;    4
200021; 5;    2;    4
200022; 0;    2;    4
200022; 1;   10;   50
200022; 2;    1;    4
200022; 5;    2;    4
200023; 0;    2;    4
200023; 1;   10;   50
200023; 2;    1;    4
200023; 5;    2;    4
200024; 0;    2;    4
200024; 1;   10;   50
200024; 2;    1;    4
200024; 5;    2;    4
200025; 0;    2;    4
200025; 1;   10;   50
200025; 2;    1;    4
200025; 5;    2;    4
200026; 0;    2;    4
200026; 1;   10;   50
200026; 2;    1;    4
200026; 5;    2;    4
200027; 0;    2;    4
200027; 1;   10;   50
200027; 2;    1;    4
200027; 5;    2;    4
200028; 0;    2;    4
200028; 1;   10;   50
200028; 2;    1;    4
200028; 5;    2;    4
200029; 0;    2;    4
200029; 1;   10;   50
200029; 2;    1;    4
200029; 5;    2;    4
200030; 0;    2;    4
200030; 1;   10;   50
200030; 2;    1;    4
200030; 5;    2;    4
200031; 0;    2;    4
200031; 1;   10;   50
200031; 2;    1;    4
200031; 5;    2;    4
200032; 0;    2;    4
200032; 1;   10;   50
200032; 2;    1;    4
200032; 5;    2;    4
200033; 0;    2;    4
200033; 1;   10;   50
200033; 2;    1;    4
200033; 5;    2;    4
200034; 0;    2;    4
200034; 1;   10;   50
200034; 2;    1;    4
200034; 5;    2;    4
200035; 0;    2;    4
200035; 1;   10;   50
200035; 2;    1;    4
200035; 5;    2;    4
200036; 0;    2;    4
200036; 1;   10;   50
200036; 2;    1;    4
200036; 5;    2;    4
200037; 0;    2;    4
