LocationID; CalculationTypeID; Min; Max
500001; 0;    2;    4
500001; 1;   10;   50
500001; 2;    1;    4
500001; 5;    2;    4
500002; 0;    2;    4
500002; 1;   10;   50
500002; 2;    1;    4
500002; 5;    2;    4
500003; 0;    2;    4
500003; 1;   10;   50
500003; 2;    1;    4
500003; 5;    2;    4
500004; 0;    2;    4
500004; 1;   10;   50
500004; 2;    1;    4
500004; 5;    2;    4
500005; 0;    2;    4
500005; 1;   10;   50
500005; 2;    1;    4
500005; 5;    2;    4
500006; 0;    2;    4
500006; 1;   10;   50
500006; 2;    1;    4
500006; 5;    2;    4
500007; 0;    2;    4
500007; 1;   10;   50
500007; 2;    1;    4
500007; 5;    2;    4
500029; 0;    2;    4
500029; 1;   10;   50
500029; 2;    1;    4
500029; 5;    2;    4
500030; 0;    2;    4
500030; 1;   10;   50
500030; 2;    1;    4
500030; 5;    2;    4
500031; 0;    2;    4
500031; 1;   10;   50
500031; 2;    1;    4
500031; 5;    2;    4
500032; 0;    2;    4
500032; 1;   10;   50
500032; 2;    1;    4
500032; 5;    2;    4
500033; 0;    2;    4
500033; 1;   10;   50
500033; 2;    1;    4
500033; 5;    2;    4
500034; 0;    2;    4
500034; 1;   10;   50
500034; 2;    1;    4
500034; 5;    2;    4
500035; 0;    2;    4
500035; 1;   10;   50
500035; 2;    1;    4
500035; 5;    2;    4
500036; 0;    2;    4
500036; 1;   10;   50
500036; 2;    1;    4
500036; 5;    2;    4
500037; 0;    2;    4
500037; 1;   10;   50
500037; 2;    1;    4
500037; 5;    2;    4
500038; 0;    2;    4
500038; 1;   10;   50
500038; 2;    1;    4
500038; 5;    2;    4
500039; 0;    2;    4
500039; 1;   10;   50
500039; 2;    1;    4
500039; 5;    2;    4
500040; 0;    2;    4
500040; 1;   10;   50
500040; 2;    1;    4
500040; 5;    2;    4
500041; 0;    2;    4
500041; 1;   10;   50
500041; 2;    1;    4
500041; 5;    2;    4
500042; 0;    2;    4
500042; 1;   10;   50
500042; 2;    1;    4
500042; 5;    2;    4
500043; 0;    2;    4
500043; 1;   10;   50
500043; 2;    1;    4
500043; 5;    2;    4
500044; 0;    2;    4
500044; 1;   10;   50
500044; 2;    1;    4
500044; 5;    2;    4
500045; 0;    2;    4
500045; 1;   10;   50
500045; 2;    1;    4
500045; 5;    2;    4
500046; 0;    2;    4
500046; 1;   10;   50
500046; 2;    1;    4
500046; 5;    2;    4
500047; 0;    2;    4
500047; 1;   10;   50
500047; 2;    1;    4
500047; 5;    2;    4
500048; 0;    2;    4
500048; 1;   10;   50
500048; 2;    1;    4
500048; 5;    2;    4
500049; 0;    2;    4
500049; 1;   10;   50
500049; 2;    1;    4
500049; 5;    2;    4
500050; 0;    2;    4
500050; 1;   10;   50
500050; 2;    1;    4
500050; 5;    2;    4
500051; 0;    2;    4
500051; 1;   10;   50
500051; 2;    1;    4
500051; 5;    2;    4
500052; 0;    2;    4
500052; 1;   10;   50
500052; 2;    1;    4
500052; 5;    2;    4
500053; 0;    2;    4
500053; 1;   10;   50
500053; 2;    1;    4
500053; 5;    2;    4
500054; 0;    2;    4
500054; 1;   10;   50
500054; 2;    1;    4
500054; 5;    2;    4
500055; 0;    2;    4
500055; 1;   10;   50
500055; 2;    1;    4
500055; 5;    2;    4
500056; 0;    2;    4
500056; 1;   10;   50
500056; 2;    1;    4
500056; 5;    2;    4
500057; 0;    2;    4
500057; 1;   10;   50
500057; 2;    1;    4
500057; 5;    2;    4
500058; 0;    2;    4
500058; 1;   10;   50
500058; 2;    1;    4
500058; 5;    2;    4
500059; 0;    2;    4
500059; 1;   10;   50
500059; 2;    1;    4
500059; 5;    2;    4
500060; 0;    2;    4
500060; 1;   10;   50
500060; 2;    1;    4
500060; 5;    2;    4
500061; 0;    2;    4
500061; 1;   10;   50
500061; 2;    1;    4
500061; 5;    2;    4
500062; 0;    2;    4
500062; 1;   10;   50
500062; 2;    1;    4
500062; 5;    2;    4
500063; 0;    2;    4
500063; 1;   10;   50
500063; 2;    1;    4
500063; 5;    2;    4
500064; 0;    2;    4
500064; 1;   10;   50
500064; 2;    1;    4
500064; 5;    2;    4
500065; 0;    2;    4
500065; 1;   10;   50
500065; 2;    1;    4
500065; 5;    2;    4
500066; 0;    2;    4
500066; 1;   10;   50
500066; 2;    1;    4
500066; 5;    2;    4
500067; 0;    2;    4
500067; 1;   10;   50
500067; 2;    1;    4
500067; 5;    2;    4
500068; 0;    2;    4
500068; 1;   10;   50
500068; 2;    1;    4
500068; 5;    2;    4
500069; 0;    2;    4
500069; 1;   10;   50
500069; 2;    1;    4
500069; 5;    2;    4
500070; 0;    2;    4
500070; 1;   10;   50
500070; 2;    1;    4
500070; 5;    2;    4
500071; 0;    2;    4
500071; 1;   10;   50
500071; 2;    1;    4
500071; 5;    2;    4
500072; 0;    2;    4
500072; 1;   10;   50
500072; 2;    1;    4
500072; 5;    2;    4
500073; 0;    2;    4
500073; 1;   10;   50
500073; 2;    1;    4
500073; 5;    2;    4
500074; 0;    2;    4
500074; 1;   10;   50
500074; 2;    1;    4
500074; 5;    2;    4
500075; 0;    2;    4
500075; 1;   10;   50
500075; 2;    1;    4
500075; 5;    2;    4
500076; 0;    2;    4
500076; 1;   10;   50
500076; 2;    1;    4
500076; 5;    2;    4
500077; 0;    2;    4
500077; 1;   10;   50
500077; 2;    1;    4
500077; 5;    2;    4
500078; 0;    2;    4
500078; 1;   10;   50
500078; 2;    1;    4
500078; 5;    2;    4
500079; 0;    2;    4
500079; 1;   10;   50
500079; 2;    1;    4
500079; 5;    2;    4
500080; 0;    2;    4
500080; 1;   10;   50
500080; 2;    1;    4
500080; 5;    2;    4
500081; 0;    2;    4
500081; 1;   10;   50
500081; 2;    1;    4
500081; 5;    2;    4
500082; 0;    2;    4
