LocationID; CalculationTypeID; Min; Max
2000001; 0;    2;    4
2000001; 1;   10;   50
2000001; 2;    1;    4
2000001; 5;    2;    4
2000002; 0;    2;    4
2000002; 1;   10;   50
2000002; 2;    1;    4
2000002; 5;    2;    4
2000003; 0;    2;    4
2000003; 1;   10;   50
2000003; 2;    1;    4
2000003; 5;    2;    4
2000004; 0;    2;    4
2000004; 1;   10;   50
2000004; 2;    1;    4
2000004; 5;    2;    4
2000005; 0;    2;    4
2000005; 1;   10;   50
2000005; 2;    1;    4
2000005; 5;    2;    4
2000006; 0;    2;    4
2000006; 1;   10;   50
2000006; 2;    1;    4
2000006; 5;    2;    4
2000007; 0;    2;    4
2000007; 1;   10;   50
2000007; 2;    1;    4
2000007; 5;    2;    4
2000008; 0;    2;    4
2000008; 1;   10;   50
2000008; 2;    1;    4
2000008; 5;    2;    4
2000009; 0;    2;    4
2000009; 1;   10;   50
2000009; 2;    1;    4
2000009; 5;    2;    4
2000010; 0;    2;    4
2000010; 1;   10;   50
2000010; 2;    1;    4
2000010; 5;    2;    4
2000011; 0;    2;    4
2000011; 1;   10;   50
2000011; 2;    1;    4
2000011; 5;    2;    4
2000012; 0;    2;    4
2000012; 1;   10;   50
2000012; 2;    1;    4
2000012; 5;    2;    4
2000013; 0;    2;    4
2000013; 1;   10;   50
2000013; 2;    1;    4
2000013; 5;    2;    4
2000014; 0;    2;    4
2000014; 1;   10;   50
2000014; 2;    1;    4
2000014; 5;    2;    4
2000015; 0;    2;    4
2000015; 1;   10;   50
2000015; 2;    1;    4
2000015; 5;    2;    4
2000016; 0;    2;    4
2000016; 1;   10;   50
2000016; 2;    1;    4
2000016; 5;    2;    4
2000017; 0;    2;    4
2000017; 1;   10;   50
2000017; 2;    1;    4
2000017; 5;    2;    4
2000018; 0;    2;    4
2000018; 1;   10;   50
2000018; 2;    1;    4
2000018; 5;    2;    4
2000019; 0;    2;    4
2000019; 1;   10;   50
2000019; 2;    1;    4
2000019; 5;    2;    4
2000020; 0;    2;    4
2000020; 1;   10;   50
2000020; 2;    1;    4
2000020; 5;    2;    4
2000021; 0;    2;    4
2000021; 1;   10;   50
2000021; 2;    1;    4
2000021; 5;    2;    4
2000022; 0;    2;    4
2000022; 1;   10;   50
2000022; 2;    1;    4
2000022; 5;    2;    4
2000023; 0;    2;    4
2000023; 1;   10;   50
2000023; 2;    1;    4
2000023; 5;    2;    4
2000024; 0;    2;    4
2000024; 1;   10;   50
2000024; 2;    1;    4
2000024; 5;    2;    4
2000025; 0;    2;    4
2000025; 1;   10;   50
2000025; 2;    1;    4
2000025; 5;    2;    4
2000026; 0;    2;    4
2000026; 1;   10;   50
2000026; 2;    1;    4
2000026; 5;    2;    4
2000027; 0;    2;    4
2000027; 1;   10;   50
2000027; 2;    1;    4
2000027; 5;    2;    4
2000028; 0;    2;    4
2000028; 1;   10;   50
2000028; 2;    1;    4
2000028; 5;    2;    4
2000029; 0;    2;    4
2000029; 1;   10;   50
2000029; 2;    1;    4
2000029; 5;    2;    4
2000030; 0;    2;    4
2000030; 1;   10;   50
2000030; 2;    1;    4
2000030; 5;    2;    4
2000031; 0;    2;    4
2000031; 1;   10;   50
2000031; 2;    1;    4
2000031; 5;    2;    4
