LocationID; CalculationTypeID; Min; Max
1500001; 0;    3;    5
1500001; 1;   10;   50
1500001; 2;    1;    4
1500001; 5;    2;    4
1500002; 0;    3;    5
1500002; 1;   10;   50
1500002; 2;    1;    4
1500002; 5;    2;    4
1500003; 0;    3;    5
1500003; 1;   10;   50
1500003; 2;    1;    4
1500003; 5;    2;    4
1500004; 0;    3;    5
1500004; 1;   10;   50
1500004; 2;    1;    4
1500004; 5;    2;    4
1500005; 0;    3;    5
1500005; 1;   10;   50
1500005; 2;    1;    4
1500005; 5;    2;    4
1500006; 0;    3;    5
1500006; 1;   10;   50
1500006; 2;    1;    4
1500006; 5;    2;    4
1500007; 0;    3;    5
1500007; 1;   10;   50
1500007; 2;    1;    4
1500007; 5;    2;    4
1500008; 0;    3;    5
1500008; 1;   10;   50
1500008; 2;    1;    4
1500008; 5;    2;    4
1500009; 0;    3;    5
1500009; 1;   10;   50
1500009; 2;    1;    4
1500009; 5;    2;    4
1500010; 0;    3;    5
1500010; 1;   10;   50
1500010; 2;    1;    4
1500010; 5;    2;    4
1500011; 0;    3;    5
1500011; 1;   10;   50
1500011; 2;    1;    4
1500011; 5;    2;    4
1500012; 0;    3;    5
1500012; 1;   10;   50
1500012; 2;    1;    4
1500012; 5;    2;    4
1500013; 0;    3;    5
1500013; 1;   10;   50
1500013; 2;    1;    4
1500013; 5;    2;    4
1500014; 0;    3;    5
1500014; 1;   10;   50
1500014; 2;    1;    4
1500014; 5;    2;    4
1500015; 0;    3;    5
1500015; 1;   10;   50
1500015; 2;    1;    4
1500015; 5;    2;    4
1500016; 0;    3;    5
1500016; 1;   10;   50
1500016; 2;    1;    4
1500016; 5;    2;    4
1500017; 0;    3;    5
1500017; 1;   10;   50
1500017; 2;    1;    4
1500017; 5;    2;    4
1500018; 0;    3;    5
1500018; 1;   10;   50
1500018; 2;    1;    4
1500018; 5;    2;    4
1500019; 0;    3;    5
1500019; 1;   10;   50
1500019; 2;    1;    4
1500019; 5;    2;    4
1500020; 0;    3;    5
1500020; 1;   10;   50
1500020; 2;    1;    4
1500020; 5;    2;    4
1500021; 0;    3;    5
1500021; 1;   10;   50
1500021; 2;    1;    4
1500021; 5;    2;    4
1500022; 0;    3;    5
1500022; 1;   10;   50
1500022; 2;    1;    4
1500022; 5;    2;    4
1500023; 0;    3;    5
1500023; 1;   10;   50
1500023; 2;    1;    4
1500023; 5;    2;    4
1500024; 0;    3;    5
1500024; 1;   10;   50
1500024; 2;    1;    4
1500024; 5;    2;    4
1500025; 0;    3;    5
1500025; 1;   10;   50
1500025; 2;    1;    4
1500025; 5;    2;    4
1500026; 0;    3;    5
1500026; 1;   10;   50
1500026; 2;    1;    4
1500026; 5;    2;    4
1500027; 0;    3;    5
1500027; 1;   10;   50
1500027; 2;    1;    4
1500027; 5;    2;    4
1500028; 0;    3;    5
1500028; 1;   10;   50
1500028; 2;    1;    4
1500028; 5;    2;    4
1500029; 0;    3;    5
1500029; 1;   10;   50
1500029; 2;    1;    4
1500029; 5;    2;    4
1500030; 0;    3;    5
1500030; 1;   10;   50
1500030; 2;    1;    4
1500030; 5;    2;    4
1500031; 0;    3;    5
1500031; 1;   10;   50
1500031; 2;    1;    4
1500031; 5;    2;    4
1500032; 0;    3;    5
1500032; 1;   10;   50
1500032; 2;    1;    4
1500032; 5;    2;    4
