LocationID; CalculationTypeID; Min; Max
800001; 0;    2;    4
800001; 1;   10;   50
800001; 2;    1;    4
800001; 5;    2;    4
800002; 0;    2;    4
800002; 1;   10;   50
800002; 2;    1;    4
800002; 5;    2;    4
800003; 0;    2;    4
800003; 1;   10;   50
800003; 2;    1;    4
800003; 5;    2;    4
800004; 0;    2;    4
800004; 1;   10;   50
800004; 2;    1;    4
800004; 5;    2;    4
800005; 0;    2;    4
800005; 1;   10;   50
800005; 2;    1;    4
800005; 5;    2;    4
800006; 0;    2;    4
800006; 1;   10;   50
800006; 2;    1;    4
800006; 5;    2;    4
800007; 0;    2;    4
800007; 1;   10;   50
800007; 2;    1;    4
800007; 5;    2;    4
800008; 0;    2;    4
800008; 1;   10;   50
800008; 2;    1;    4
800008; 5;    2;    4
800009; 0;    2;    4
800009; 1;   10;   50
800009; 2;    1;    4
800009; 5;    2;    4
800010; 0;    2;    4
800010; 1;   10;   50
800010; 2;    1;    4
800010; 5;    2;    4
800011; 0;    2;    4
800011; 1;   10;   50
800011; 2;    1;    4
800011; 5;    2;    4
800012; 0;    2;    4
800012; 1;   10;   50
800012; 2;    1;    4
800012; 5;    2;    4
800013; 0;    2;    4
800013; 1;   10;   50
800013; 2;    1;    4
800013; 5;    2;    4
800014; 0;    2;    4
800014; 1;   10;   50
800014; 2;    1;    4
800014; 5;    2;    4
800015; 0;    2;    4
800015; 1;   10;   50
800015; 2;    1;    4
800015; 5;    2;    4
800016; 0;    2;    4
800016; 1;   10;   50
800016; 2;    1;    4
800016; 5;    2;    4
800017; 0;    2;    4
800017; 1;   10;   50
800017; 2;    1;    4
800017; 5;    2;    4
800019; 0;    2;    4
800019; 1;   10;   50
800019; 2;    1;    4
800019; 5;    2;    4
800020; 0;    2;    4
800020; 1;   10;   50
800020; 2;    1;    4
800020; 5;    2;    4
800021; 0;    2;    4
800021; 1;   10;   50
800021; 2;    1;    4
800021; 5;    2;    4
800022; 0;    2;    4
800022; 1;   10;   50
800022; 2;    1;    4
800022; 5;    2;    4
800023; 0;    2;    4
800023; 1;   10;   50
800023; 2;    1;    4
800023; 5;    2;    4
800025; 0;    2;    4
800025; 1;   10;   50
800025; 2;    1;    4
800025; 5;    2;    4
800026; 0;    2;    4
800026; 1;   10;   50
800026; 2;    1;    4
800026; 5;    2;    4
800027; 0;    2;    4
800027; 1;   10;   50
800027; 2;    1;    4
800027; 5;    2;    4
800028; 0;    2;    4
800028; 1;   10;   50
800028; 2;    1;    4
800028; 5;    2;    4
800029; 0;    2;    4
800029; 1;   10;   50
800029; 2;    1;    4
800029; 5;    2;    4
800030; 0;    2;    4
800030; 1;   10;   50
800030; 2;    1;    4
800030; 5;    2;    4
800031; 0;    2;    4
800031; 1;   10;   50
800031; 2;    1;    4
800031; 5;    2;    4
800032; 0;    2;    4
800032; 1;   10;   50
800032; 2;    1;    4
800032; 5;    2;    4
800033; 0;    2;    4
800033; 1;   10;   50
800033; 2;    1;    4
800033; 5;    2;    4
800034; 0;    2;    4
800034; 1;   10;   50
800034; 2;    1;    4
800034; 5;    2;    4
800035; 0;    2;    4
800035; 1;   10;   50
800035; 2;    1;    4
800035; 5;    2;    4
800036; 0;    2;    4
800036; 1;   10;   50
800036; 2;    1;    4
800036; 5;    2;    4
800037; 0;    2;    4
800037; 1;   10;   50
800037; 2;    1;    4
800037; 5;    2;    4
800038; 0;    2;    4
800038; 1;   10;   50
800038; 2;    1;    4
800038; 5;    2;    4
800039; 0;    2;    4
800039; 1;   10;   50
800039; 2;    1;    4
800039; 5;    2;    4
800040; 0;    2;    4
800040; 1;   10;   50
800040; 2;    1;    4
800040; 5;    2;    4
800041; 0;    2;    4
800041; 1;   10;   50
800041; 2;    1;    4
800041; 5;    2;    4
800042; 0;    2;    4
800042; 1;   10;   50
800042; 2;    1;    4
800042; 5;    2;    4
800043; 0;    2;    4
800043; 1;   10;   50
800043; 2;    1;    4
800043; 5;    2;    4
800044; 0;    2;    4
800044; 1;   10;   50
800044; 2;    1;    4
800044; 5;    2;    4
800045; 0;    2;    4
800045; 1;   10;   50
800045; 2;    1;    4
800045; 5;    2;    4
800046; 0;    2;    4
800046; 1;   10;   50
800046; 2;    1;    4
800046; 5;    2;    4
