LocationID; CalculationTypeID; Min; Max
900001; 0;    3;    5
900001; 1;   10;   50
900001; 2;    1;    4
900001; 5;    2;    4
900002; 0;    3;    5
900002; 1;   10;   50
900002; 2;    1;    4
900002; 5;    2;    4
900003; 0;    3;    5
900003; 1;   10;   50
900003; 2;    1;    4
900003; 5;    2;    4
900004; 0;    3;    5
900004; 1;   10;   50
900004; 2;    1;    4
900004; 5;    2;    4
900005; 0;    3;    5
900005; 1;   10;   50
900005; 2;    1;    4
900005; 5;    2;    4
900006; 0;    3;    5
900006; 1;   10;   50
900006; 2;    1;    4
900006; 5;    2;    4
900007; 0;    3;    5
900007; 1;   10;   50
900007; 2;    1;    4
900007; 5;    2;    4
900008; 0;    3;    5
900008; 1;   10;   50
900008; 2;    1;    4
900008; 5;    2;    4
900009; 0;    3;    5
900009; 1;   10;   50
900009; 2;    1;    4
900009; 5;    2;    4
900010; 0;    3;    5
900010; 1;   10;   50
900010; 2;    1;    4
900010; 5;    2;    4
900011; 0;    3;    5
900011; 1;   10;   50
900011; 2;    1;    4
900011; 5;    2;    4
900012; 0;    3;    5
900012; 1;   10;   50
900012; 2;    1;    4
900012; 5;    2;    4
900013; 0;    3;    5
900013; 1;   10;   50
900013; 2;    1;    4
900013; 5;    2;    4
900014; 0;    3;    5
900014; 1;   10;   50
900014; 2;    1;    4
900014; 5;    2;    4
900015; 0;    3;    5
900015; 1;   10;   50
900015; 2;    1;    4
900015; 5;    2;    4
900016; 0;    3;    5
900016; 1;   10;   50
900016; 2;    1;    4
900016; 5;    2;    4
900017; 0;    3;    5
900017; 1;   10;   50
900017; 2;    1;    4
900017; 5;    2;    4
900018; 0;    3;    5
900018; 1;   10;   50
900018; 2;    1;    4
900018; 5;    2;    4
900019; 0;    3;    5
900019; 1;   10;   50
900019; 2;    1;    4
900019; 5;    2;    4
900020; 0;    3;    5
900020; 1;   10;   50
900020; 2;    1;    4
900020; 5;    2;    4
900021; 0;    3;    5
900021; 1;   10;   50
900021; 2;    1;    4
900021; 5;    2;    4
900022; 0;    3;    5
900022; 1;   10;   50
900022; 2;    1;    4
900022; 5;    2;    4
900023; 0;    3;    5
900023; 1;   10;   50
900023; 2;    1;    4
900023; 5;    2;    4
900024; 0;    3;    5
900024; 1;   10;   50
900024; 2;    1;    4
900024; 5;    2;    4
900025; 0;    3;    5
900025; 1;   10;   50
900025; 2;    1;    4
900025; 5;    2;    4
900026; 0;    3;    5
900026; 1;   10;   50
900026; 2;    1;    4
900026; 5;    2;    4
900027; 0;    3;    5
900027; 1;   10;   50
900027; 2;    1;    4
900027; 5;    2;    4
900028; 0;    3;    5
900028; 1;   10;   50
900028; 2;    1;    4
900028; 5;    2;    4
900029; 0;    3;    5
900029; 1;   10;   50
900029; 2;    1;    4
900029; 5;    2;    4
900030; 0;    3;    5
900030; 1;   10;   50
900030; 2;    1;    4
900030; 5;    2;    4
900031; 0;    3;    5
900031; 1;   10;   50
900031; 2;    1;    4
900031; 5;    2;    4
900032; 0;    3;    5
900032; 1;   10;   50
900032; 2;    1;    4
900032; 5;    2;    4
900033; 0;    3;    5
900033; 1;   10;   50
900033; 2;    1;    4
900033; 5;    2;    4
900034; 0;    3;    5
900034; 1;   10;   50
900034; 2;    1;    4
900034; 5;    2;    4
900035; 0;    3;    5
900035; 1;   10;   50
900035; 2;    1;    4
900035; 5;    2;    4
900036; 0;    3;    5
900036; 1;   10;   50
900036; 2;    1;    4
900036; 5;    2;    4
900037; 0;    3;    5
900037; 1;   10;   50
900037; 2;    1;    4
900037; 5;    2;    4
900038; 0;    3;    5
900038; 1;   10;   50
900038; 2;    1;    4
900038; 5;    2;    4
900039; 0;    3;    5
900039; 1;   10;   50
900039; 2;    1;    4
900039; 5;    2;    4
900040; 0;    3;    5
900040; 1;   10;   50
900040; 2;    1;    4
900040; 5;    2;    4
900041; 0;    3;    5
900041; 1;   10;   50
900041; 2;    1;    4
900041; 5;    2;    4
900042; 0;    3;    5
900042; 1;   10;   50
900042; 2;    1;    4
900042; 5;    2;    4
900043; 0;    3;    5
900043; 1;   10;   50
900043; 2;    1;    4
900043; 5;    2;    4
900044; 0;    3;    5
900044; 1;   10;   50
900044; 2;    1;    4
900044; 5;    2;    4
900045; 0;    3;    5
900045; 1;   10;   50
900045; 2;    1;    4
900045; 5;    2;    4
900046; 0;    3;    5
900046; 1;   10;   50
900046; 2;    1;    4
900046; 5;    2;    4
900047; 0;    3;    5
900047; 1;   10;   50
900047; 2;    1;    4
900047; 5;    2;    4
900048; 0;    3;    5
900048; 1;   10;   50
900048; 2;    1;    4
900048; 5;    2;    4
900049; 0;    3;    5
900049; 1;   10;   50
900049; 2;    1;    4
900049; 5;    2;    4
900050; 0;    3;    5
900050; 1;   10;   50
900050; 2;    1;    4
900050; 5;    2;    4
900051; 0;    3;    5
900051; 1;   10;   50
900051; 2;    1;    4
900051; 5;    2;    4
900052; 0;    3;    5
900052; 1;   10;   50
900052; 2;    1;    4
900052; 5;    2;    4
900053; 0;    3;    5
900053; 1;   10;   50
900053; 2;    1;    4
900053; 5;    2;    4
900054; 0;    3;    5
900054; 1;   10;   50
900054; 2;    1;    4
900054; 5;    2;    4
900055; 0;    3;    5
900055; 1;   10;   50
900055; 2;    1;    4
900055; 5;    2;    4
900056; 0;    3;    5
900056; 1;   10;   50
900056; 2;    1;    4
900056; 5;    2;    4
900057; 0;    3;    5
900057; 1;   10;   50
