LocationID; CalculationTypeID; Min; Max
1900003; 0;    2;    4
1900003; 1;   10;   50
1900003; 2;    1;    4
1900003; 5;    2;    4
1900004; 0;    2;    4
1900004; 1;   10;   50
1900004; 2;    1;    4
1900004; 5;    2;    4
1900005; 0;    2;    4
1900005; 1;   10;   50
1900005; 2;    1;    4
1900005; 5;    2;    4
1900006; 0;    2;    4
1900006; 1;   10;   50
1900006; 2;    1;    4
1900006; 5;    2;    4
1900007; 0;    2;    4
1900007; 1;   10;   50
1900007; 2;    1;    4
1900007; 5;    2;    4
1900008; 0;    2;    4
1900008; 1;   10;   50
1900008; 2;    1;    4
1900008; 5;    2;    4
1900009; 0;    2;    4
1900009; 1;   10;   50
1900009; 2;    1;    4
1900009; 5;    2;    4
1900010; 0;    2;    4
1900010; 1;   10;   50
1900010; 2;    1;    4
1900010; 5;    2;    4
1900011; 0;    2;    4
1900011; 1;   10;   50
1900011; 2;    1;    4
1900011; 5;    2;    4
1900012; 0;    2;    4
1900012; 1;   10;   50
1900012; 2;    1;    4
1900012; 5;    2;    4
1900013; 0;    2;    4
1900013; 1;   10;   50
1900013; 2;    1;    4
1900013; 5;    2;    4
1900014; 0;    2;    4
1900014; 1;   10;   50
1900014; 2;    1;    4
1900014; 5;    2;    4
1900015; 0;    2;    4
1900015; 1;   10;   50
1900015; 2;    1;    4
1900015; 5;    2;    4
1900016; 0;    2;    4
1900016; 1;   10;   50
1900016; 2;    1;    4
1900016; 5;    2;    4
1900017; 0;    2;    4
1900017; 1;   10;   50
1900017; 2;    1;    4
1900017; 5;    2;    4
1900018; 0;    2;    4
1900018; 1;   10;   50
1900018; 2;    1;    4
1900018; 5;    2;    4
1900019; 0;    2;    4
1900019; 1;   10;   50
1900019; 2;    1;    4
1900019; 5;    2;    4
1900020; 0;    2;    4
1900020; 1;   10;   50
1900020; 2;    1;    4
1900020; 5;    2;    4
1900021; 0;    2;    4
1900021; 1;   10;   50
1900021; 2;    1;    4
1900021; 5;    2;    4
1900022; 0;    2;    4
1900022; 1;   10;   50
1900022; 2;    1;    4
1900022; 5;    2;    4
1900023; 0;    2;    4
1900023; 1;   10;   50
1900023; 2;    1;    4
1900023; 5;    2;    4
1900024; 0;    2;    4
1900024; 1;   10;   50
1900024; 2;    1;    4
1900024; 5;    2;    4
1900025; 0;    2;    4
1900025; 1;   10;   50
1900025; 2;    1;    4
1900025; 5;    2;    4
1900026; 0;    2;    4
1900026; 1;   10;   50
1900026; 2;    1;    4
1900026; 5;    2;    4
1900027; 0;    2;    4
1900027; 1;   10;   50
1900027; 2;    1;    4
1900027; 5;    2;    4
1900028; 0;    2;    4
1900028; 1;   10;   50
1900028; 2;    1;    4
1900028; 5;    2;    4
1900029; 0;    2;    4
1900029; 1;   10;   50
1900029; 2;    1;    4
1900029; 5;    2;    4
1900030; 0;    2;    4
1900030; 1;   10;   50
1900030; 2;    1;    4
1900030; 5;    2;    4
1900031; 0;    2;    4
1900031; 1;   10;   50
1900031; 2;    1;    4
1900031; 5;    2;    4
1900032; 0;    2;    4
1900032; 1;   10;   50
1900032; 2;    1;    4
1900032; 5;    2;    4
1900033; 0;    2;    4
1900033; 1;   10;   50
1900033; 2;    1;    4
1900033; 5;    2;    4
1900034; 0;    2;    4
1900034; 1;   10;   50
1900034; 2;    1;    4
1900034; 5;    2;    4
1900035; 0;    2;    4
1900035; 1;   10;   50
1900035; 2;    1;    4
1900035; 5;    2;    4
1900036; 0;    2;    4
1900036; 1;   10;   50
1900036; 2;    1;    4
1900036; 5;    2;    4
1900037; 0;    2;    4
1900037; 1;   10;   50
1900037; 2;    1;    4
1900037; 5;    2;    4
1900038; 0;    2;    4
1900038; 1;   10;   50
1900038; 2;    1;    4
1900038; 5;    2;    4
1900039; 0;    2;    4
1900039; 1;   10;   50
1900039; 2;    1;    4
1900039; 5;    2;    4
1900040; 0;    2;    4
1900040; 1;   10;   50
1900040; 2;    1;    4
1900040; 5;    2;    4
1900041; 0;    2;    4
1900041; 1;   10;   50
1900041; 2;    1;    4
1900041; 5;    2;    4
1900042; 0;    2;    4
1900042; 1;   10;   50
1900042; 2;    1;    4
1900042; 5;    2;    4
1900043; 0;    2;    4
1900043; 1;   10;   50
1900043; 2;    1;    4
1900043; 5;    2;    4
1900044; 0;    2;    4
1900044; 1;   10;   50
1900044; 2;    1;    4
1900044; 5;    2;    4
1900045; 0;    2;    4
1900045; 1;   10;   50
1900045; 2;    1;    4
1900045; 5;    2;    4
1900046; 0;    2;    4
1900046; 1;   10;   50
1900046; 2;    1;    4
1900046; 5;    2;    4
1900047; 0;    2;    4
1900047; 1;   10;   50
1900047; 2;    1;    4
1900047; 5;    2;    4
1900048; 0;    2;    4
1900048; 1;   10;   50
1900048; 2;    1;    4
1900048; 5;    2;    4
1900049; 0;    2;    4
1900049; 1;   10;   50
1900049; 2;    1;    4
1900049; 5;    2;    4
1900050; 0;    2;    4
1900050; 1;   10;   50
1900050; 2;    1;    4
1900050; 5;    2;    4
1900051; 0;    2;    4
1900051; 1;   10;   50
1900051; 2;    1;    4
1900051; 5;    2;    4
1900052; 0;    2;    4
1900052; 1;   10;   50
