LocationID; CalculationTypeID; TimeIntegrationSchemeID
1400001; 0; 1
1400001; 1; 1
1400001; 2; 1
1400001; 3; 1
1400001; 4; 1
1400001; 5; 1
1400001; 6; 1
1400001; 7; 1
1400001; 8; 1
1400001; 9; 1
1400002; 0; 1
1400002; 1; 1
1400002; 2; 1
1400002; 3; 1
1400002; 4; 1
1400002; 5; 1
1400002; 6; 1
1400002; 7; 1
1400002; 8; 1
1400002; 9; 1
1400003; 0; 1
1400003; 1; 1
1400003; 2; 1
1400003; 3; 1
1400003; 4; 1
1400003; 5; 1
1400003; 6; 1
1400003; 7; 1
1400003; 8; 1
1400003; 9; 1
1400004; 0; 1
1400004; 1; 1
1400004; 2; 1
1400004; 3; 1
1400004; 4; 1
1400004; 5; 1
1400004; 6; 1
1400004; 7; 1
1400004; 8; 1
1400004; 9; 1
1400005; 0; 1
1400005; 1; 1
1400005; 2; 1
1400005; 3; 1
1400005; 4; 1
1400005; 5; 1
1400005; 6; 1
1400005; 7; 1
1400005; 8; 1
1400005; 9; 1
1400006; 0; 1
1400006; 1; 1
1400006; 2; 1
1400006; 3; 1
1400006; 4; 1
1400006; 5; 1
1400006; 6; 1
1400006; 7; 1
1400006; 8; 1
1400006; 9; 1
1400007; 0; 1
1400007; 1; 1
1400007; 2; 1
1400007; 3; 1
1400007; 4; 1
1400007; 5; 1
1400007; 6; 1
1400007; 7; 1
1400007; 8; 1
1400007; 9; 1
1400008; 0; 1
1400008; 1; 1
1400008; 2; 1
1400008; 3; 1
1400008; 4; 1
1400008; 5; 1
1400008; 6; 1
1400008; 7; 1
1400008; 8; 1
1400008; 9; 1
1400009; 0; 1
1400009; 1; 1
1400009; 2; 1
1400009; 3; 1
1400009; 4; 1
1400009; 5; 1
1400009; 6; 1
1400009; 7; 1
1400009; 8; 1
1400009; 9; 1
1400010; 0; 1
1400010; 1; 1
1400010; 2; 1
1400010; 3; 1
1400010; 4; 1
1400010; 5; 1
1400010; 6; 1
1400010; 7; 1
1400010; 8; 1
1400010; 9; 1
1400011; 0; 1
1400011; 1; 1
1400011; 2; 1
1400011; 3; 1
1400011; 4; 1
1400011; 5; 1
1400011; 6; 1
1400011; 7; 1
1400011; 8; 1
1400011; 9; 1
1400012; 0; 1
1400012; 1; 1
1400012; 2; 1
1400012; 3; 1
1400012; 4; 1
1400012; 5; 1
1400012; 6; 1
1400012; 7; 1
1400012; 8; 1
1400012; 9; 1
1400013; 0; 1
1400013; 1; 1
1400013; 2; 1
1400013; 3; 1
1400013; 4; 1
1400013; 5; 1
1400013; 6; 1
1400013; 7; 1
1400013; 8; 1
1400013; 9; 1
1400014; 0; 1
1400014; 1; 1
1400014; 2; 1
1400014; 3; 1
1400014; 4; 1
1400014; 5; 1
1400014; 6; 1
1400014; 7; 1
1400014; 8; 1
1400014; 9; 1
1400015; 0; 1
1400015; 1; 1
1400015; 2; 1
1400015; 3; 1
1400015; 4; 1
1400015; 5; 1
1400015; 6; 1
1400015; 7; 1
