LocationID; CalculationTypeID; Min; Max
1400001; 0;    2;    4
1400001; 1;   10;   50
1400001; 2;    1;    4
1400001; 5;    2;    4
1400002; 0;    2;    4
1400002; 1;   10;   50
1400002; 2;    1;    4
1400002; 5;    2;    4
1400003; 0;    2;    4
1400003; 1;   10;   50
1400003; 2;    1;    4
1400003; 5;    2;    4
1400004; 0;    2;    4
1400004; 1;   10;   50
1400004; 2;    1;    4
1400004; 5;    2;    4
1400005; 0;    2;    4
1400005; 1;   10;   50
1400005; 2;    1;    4
1400005; 5;    2;    4
1400006; 0;    2;    4
1400006; 1;   10;   50
1400006; 2;    1;    4
1400006; 5;    2;    4
1400007; 0;    2;    4
1400007; 1;   10;   50
1400007; 2;    1;    4
1400007; 5;    2;    4
1400008; 0;    2;    4
1400008; 1;   10;   50
1400008; 2;    1;    4
1400008; 5;    2;    4
1400009; 0;    2;    4
1400009; 1;   10;   50
1400009; 2;    1;    4
1400009; 5;    2;    4
1400010; 0;    2;    4
1400010; 1;   10;   50
1400010; 2;    1;    4
1400010; 5;    2;    4
1400011; 0;    2;    4
1400011; 1;   10;   50
1400011; 2;    1;    4
1400011; 5;    2;    4
1400012; 0;    2;    4
1400012; 1;   10;   50
1400012; 2;    1;    4
1400012; 5;    2;    4
1400013; 0;    2;    4
1400013; 1;   10;   50
1400013; 2;    1;    4
1400013; 5;    2;    4
1400014; 0;    2;    4
1400014; 1;   10;   50
1400014; 2;    1;    4
1400014; 5;    2;    4
1400015; 0;    2;    4
1400015; 1;   10;   50
1400015; 2;    1;    4
1400015; 5;    2;    4
1400016; 0;    2;    4
1400016; 1;   10;   50
1400016; 2;    1;    4
1400016; 5;    2;    4
1400017; 0;    2;    4
1400017; 1;   10;   50
1400017; 2;    1;    4
1400017; 5;    2;    4
1400018; 0;    2;    4
1400018; 1;   10;   50
1400018; 2;    1;    4
1400018; 5;    2;    4
1400019; 0;    2;    4
1400019; 1;   10;   50
1400019; 2;    1;    4
1400019; 5;    2;    4
1400020; 0;    2;    4
1400020; 1;   10;   50
1400020; 2;    1;    4
1400020; 5;    2;    4
1400021; 0;    2;    4
1400021; 1;   10;   50
1400021; 2;    1;    4
1400021; 5;    2;    4
1400022; 0;    2;    4
1400022; 1;   10;   50
1400022; 2;    1;    4
1400022; 5;    2;    4
1400023; 0;    2;    4
1400023; 1;   10;   50
1400023; 2;    1;    4
1400023; 5;    2;    4
1400024; 0;    2;    4
1400024; 1;   10;   50
1400024; 2;    1;    4
1400024; 5;    2;    4
1400025; 0;    2;    4
1400025; 1;   10;   50
1400025; 2;    1;    4
1400025; 5;    2;    4
1400026; 0;    2;    4
1400026; 1;   10;   50
1400026; 2;    1;    4
1400026; 5;    2;    4
1400027; 0;    2;    4
1400027; 1;   10;   50
1400027; 2;    1;    4
1400027; 5;    2;    4
1400028; 0;    2;    4
1400028; 1;   10;   50
1400028; 2;    1;    4
1400028; 5;    2;    4
1400029; 0;    2;    4
1400029; 1;   10;   50
1400029; 2;    1;    4
1400029; 5;    2;    4
1400030; 0;    2;    4
1400030; 1;   10;   50
1400030; 2;    1;    4
1400030; 5;    2;    4
1400031; 0;    2;    4
1400031; 1;   10;   50
1400031; 2;    1;    4
1400031; 5;    2;    4
1400032; 0;    2;    4
1400032; 1;   10;   50
1400032; 2;    1;    4
1400032; 5;    2;    4
1400033; 0;    2;    4
1400033; 1;   10;   50
1400033; 2;    1;    4
1400033; 5;    2;    4
1400034; 0;    2;    4
1400034; 1;   10;   50
1400034; 2;    1;    4
1400034; 5;    2;    4
1400035; 0;    2;    4
1400035; 1;   10;   50
1400035; 2;    1;    4
1400035; 5;    2;    4
1400036; 0;    2;    4
1400036; 1;   10;   50
1400036; 2;    1;    4
1400036; 5;    2;    4
1400037; 0;    2;    4
1400037; 1;   10;   50
1400037; 2;    1;    4
1400037; 5;    2;    4
1400038; 0;    2;    4
1400038; 1;   10;   50
1400038; 2;    1;    4
1400038; 5;    2;    4
1400039; 0;    2;    4
1400039; 1;   10;   50
1400039; 2;    1;    4
1400039; 5;    2;    4
1400040; 0;    2;    4
1400040; 1;   10;   50
1400040; 2;    1;    4
1400040; 5;    2;    4
1400041; 0;    2;    4
1400041; 1;   10;   50
1400041; 2;    1;    4
1400041; 5;    2;    4
1400042; 0;    2;    4
1400042; 1;   10;   50
1400042; 2;    1;    4
1400042; 5;    2;    4
1400043; 0;    2;    4
1400043; 1;   10;   50
1400043; 2;    1;    4
1400043; 5;    2;    4
1400044; 0;    2;    4
1400044; 1;   10;   50
1400044; 2;    1;    4
1400044; 5;    2;    4
1400045; 0;    2;    4
1400045; 1;   10;   50
1400045; 2;    1;    4
1400045; 5;    2;    4
1400046; 0;    2;    4
1400046; 1;   10;   50
1400046; 2;    1;    4
1400046; 5;    2;    4
1400047; 0;    2;    4
1400047; 1;   10;   50
1400047; 2;    1;    4
1400047; 5;    2;    4
1400048; 0;    2;    4
1400048; 1;   10;   50
1400048; 2;    1;    4
1400048; 5;    2;    4
1400049; 0;    2;    4
1400049; 1;   10;   50
1400049; 2;    1;    4
1400049; 5;    2;    4
1400050; 0;    2;    4
1400050; 1;   10;   50
1400050; 2;    1;    4
1400050; 5;    2;    4
1400051; 0;    2;    4
1400051; 1;   10;   50
1400051; 2;    1;    4
1400051; 5;    2;    4
1400052; 0;    2;    4
1400052; 1;   10;   50
1400052; 2;    1;    4
1400052; 5;    2;    4
1400053; 0;    2;    4
1400053; 1;   10;   50
1400053; 2;    1;    4
1400053; 5;    2;    4
1400054; 0;    2;    4
1400054; 1;   10;   50
1400054; 2;    1;    4
1400054; 5;    2;    4
1400055; 0;    2;    4
1400055; 1;   10;   50
1400055; 2;    1;    4
1400055; 5;    2;    4
1400056; 0;    2;    4
1400056; 1;   10;   50
1400056; 2;    1;    4
1400056; 5;    2;    4
1400057; 0;    2;    4
1400057; 1;   10;   50
1400057; 2;    1;    4
1400057; 5;    2;    4
1400058; 0;    2;    4
1400058; 1;   10;   50
1400058; 2;    1;    4
1400058; 5;    2;    4
1400059; 0;    2;    4
1400059; 1;   10;   50
1400059; 2;    1;    4
1400059; 5;    2;    4
1400060; 0;    2;    4
1400060; 1;   10;   50
1400060; 2;    1;    4
1400060; 5;    2;    4
1400061; 0;    2;    4
1400061; 1;   10;   50
1400061; 2;    1;    4
1400061; 5;    2;    4
1400062; 0;    2;    4
1400062; 1;   10;   50
1400062; 2;    1;    4
1400062; 5;    2;    4
1400063; 0;    2;    4
1400063; 1;   10;   50
1400063; 2;    1;    4
1400063; 5;    2;    4
1400064; 0;    2;    4
1400064; 1;   10;   50
1400064; 2;    1;    4
1400064; 5;    2;    4
1400065; 0;    2;    4
1400065; 1;   10;   50
1400065; 2;    1;    4
1400065; 5;    2;    4
1400066; 0;    2;    4
1400066; 1;   10;   50
1400066; 2;    1;    4
1400066; 5;    2;    4
1400067; 0;    2;    4
1400067; 1;   10;   50
