LocationID; CalculationTypeID; TimeIntegrationSchemeID
1000001; 0; 1
1000001; 1; 1
1000001; 2; 1
1000001; 3; 1
1000001; 4; 1
1000001; 5; 1
1000001; 6; 1
1000001; 7; 1
1000001; 8; 1
1000001; 9; 1
1000002; 0; 1
1000002; 1; 1
1000002; 2; 1
1000002; 3; 1
1000002; 4; 1
1000002; 5; 1
1000002; 6; 1
1000002; 7; 1
1000002; 8; 1
1000002; 9; 1
1000003; 0; 1
1000003; 1; 1
1000003; 2; 1
1000003; 3; 1
1000003; 4; 1
1000003; 5; 1
1000003; 6; 1
1000003; 7; 1
1000003; 8; 1
1000003; 9; 1
1000004; 0; 1
1000004; 1; 1
1000004; 2; 1
1000004; 3; 1
1000004; 4; 1
1000004; 5; 1
1000004; 6; 1
1000004; 7; 1
1000004; 8; 1
1000004; 9; 1
1000005; 0; 1
1000005; 1; 1
1000005; 2; 1
1000005; 3; 1
1000005; 4; 1
1000005; 5; 1
1000005; 6; 1
1000005; 7; 1
1000005; 8; 1
1000005; 9; 1
1000006; 0; 1
1000006; 1; 1
1000006; 2; 1
1000006; 3; 1
1000006; 4; 1
1000006; 5; 1
1000006; 6; 1
1000006; 7; 1
1000006; 8; 1
1000006; 9; 1
1000007; 0; 1
1000007; 1; 1
1000007; 2; 1
1000007; 3; 1
1000007; 4; 1
1000007; 5; 1
1000007; 6; 1
1000007; 7; 1
1000007; 8; 1
1000007; 9; 1
1000008; 0; 1
1000008; 1; 1
1000008; 2; 1
1000008; 3; 1
1000008; 4; 1
1000008; 5; 1
1000008; 6; 1
1000008; 7; 1
1000008; 8; 1
1000008; 9; 1
1000009; 0; 1
1000009; 1; 1
1000009; 2; 1
1000009; 3; 1
1000009; 4; 1
1000009; 5; 1
1000009; 6; 1
1000009; 7; 1
1000009; 8; 1
1000009; 9; 1
1000010; 0; 1
1000010; 1; 1
1000010; 2; 1
1000010; 3; 1
1000010; 4; 1
1000010; 5; 1
1000010; 6; 1
1000010; 7; 1
1000010; 8; 1
1000010; 9; 1
1000011; 0; 1
1000011; 1; 1
1000011; 2; 1
1000011; 3; 1
1000011; 4; 1
1000011; 5; 1
1000011; 6; 1
1000011; 7; 1
1000011; 8; 1
1000011; 9; 1
1000012; 0; 1
1000012; 1; 1
1000012; 2; 1
1000012; 3; 1
1000012; 4; 1
1000012; 5; 1
1000012; 6; 1
1000012; 7; 1
1000012; 8; 1
1000012; 9; 1
1000013; 0; 1
1000013; 1; 1
1000013; 2; 1
1000013; 3; 1
1000013; 4; 1
1000013; 5; 1
1000013; 6; 1
1000013; 7; 1
1000013; 8; 1
1000013; 9; 1
1000014; 0; 1
1000014; 1; 1
1000014; 2; 1
1000014; 3; 1
1000014; 4; 1
1000014; 5; 1
1000014; 6; 1
1000014; 7; 1
1000014; 8; 1
1000014; 9; 1
1000015; 0; 1
1000015; 1; 1
1000015; 2; 1
1000015; 3; 1
1000015; 4; 1
1000015; 5; 1
1000015; 6; 1
1000015; 7; 1
1000015; 8; 1
1000015; 9; 1
1000016; 0; 1
1000016; 1; 1
1000016; 2; 1
1000016; 3; 1
1000016; 4; 1
1000016; 5; 1
1000016; 6; 1
1000016; 7; 1
1000016; 8; 1
1000016; 9; 1
1000017; 0; 1
1000017; 1; 1
1000017; 2; 1
1000017; 3; 1
1000017; 4; 1
1000017; 5; 1
1000017; 6; 1
1000017; 7; 1
1000017; 8; 1
1000017; 9; 1
1000018; 0; 1
1000018; 1; 1
1000018; 2; 1
1000018; 3; 1
1000018; 4; 1
1000018; 5; 1
1000018; 6; 1
1000018; 7; 1
1000018; 8; 1
1000018; 9; 1
1000019; 0; 1
1000019; 1; 1
1000019; 2; 1
1000019; 3; 1
1000019; 4; 1
1000019; 5; 1
1000019; 6; 1
1000019; 7; 1
1000019; 8; 1
1000019; 9; 1
1000020; 0; 1
1000020; 1; 1
1000020; 2; 1
1000020; 3; 1
1000020; 4; 1
1000020; 5; 1
1000020; 6; 1
1000020; 7; 1
1000020; 8; 1
1000020; 9; 1
1000021; 0; 1
1000021; 1; 1
1000021; 2; 1
1000021; 3; 1
1000021; 4; 1
1000021; 5; 1
1000021; 6; 1
1000021; 7; 1
1000021; 8; 1
1000021; 9; 1
1000022; 0; 1
1000022; 1; 1
1000022; 2; 1
1000022; 3; 1
1000022; 4; 1
1000022; 5; 1
1000022; 6; 1
1000022; 7; 1
1000022; 8; 1
1000022; 9; 1
1000023; 0; 1
1000023; 1; 1
1000023; 2; 1
1000023; 3; 1
1000023; 4; 1
1000023; 5; 1
1000023; 6; 1
1000023; 7; 1
1000023; 8; 1
1000023; 9; 1
1000024; 0; 1
1000024; 1; 1
1000024; 2; 1
1000024; 3; 1
1000024; 4; 1
1000024; 5; 1
1000024; 6; 1
1000024; 7; 1
1000024; 8; 1
1000024; 9; 1
1000025; 0; 1
1000025; 1; 1
1000025; 2; 1
1000025; 3; 1
1000025; 4; 1
1000025; 5; 1
1000025; 6; 1
1000025; 7; 1
1000025; 8; 1
1000025; 9; 1
1000026; 0; 1
1000026; 1; 1
1000026; 2; 1
1000026; 3; 1
1000026; 4; 1
1000026; 5; 1
1000026; 6; 1
1000026; 7; 1
1000026; 8; 1
1000026; 9; 1
1000027; 0; 1
1000027; 1; 1
1000027; 2; 1
1000027; 3; 1
1000027; 4; 1
1000027; 5; 1
1000027; 6; 1
1000027; 7; 1
1000027; 8; 1
1000027; 9; 1
1000028; 0; 1
1000028; 1; 1
1000028; 2; 1
1000028; 3; 1
1000028; 4; 1
1000028; 5; 1
1000028; 6; 1
1000028; 7; 1
1000028; 8; 1
1000028; 9; 1
1000029; 0; 1
1000029; 1; 1
1000029; 2; 1
1000029; 3; 1
1000029; 4; 1
1000029; 5; 1
1000029; 6; 1
1000029; 7; 1
1000029; 8; 1
1000029; 9; 1
1000030; 0; 1
1000030; 1; 1
1000030; 2; 1
1000030; 3; 1
1000030; 4; 1
1000030; 5; 1
1000030; 6; 1
1000030; 7; 1
1000030; 8; 1
1000030; 9; 1
1000031; 0; 1
1000031; 1; 1
1000031; 2; 1
1000031; 3; 1
1000031; 4; 1
1000031; 5; 1
1000031; 6; 1
1000031; 7; 1
1000031; 8; 1
1000031; 9; 1
1000032; 0; 1
1000032; 1; 1
1000032; 2; 1
1000032; 3; 1
1000032; 4; 1
1000032; 5; 1
1000032; 6; 1
1000032; 7; 1
1000032; 8; 1
1000032; 9; 1
1000033; 0; 1
1000033; 1; 1
1000033; 2; 1
1000033; 3; 1
1000033; 4; 1
1000033; 5; 1
1000033; 6; 1
1000033; 7; 1
1000033; 8; 1
1000033; 9; 1
1000034; 0; 1
1000034; 1; 1
1000034; 2; 1
1000034; 3; 1
1000034; 4; 1
1000034; 5; 1
1000034; 6; 1
1000034; 7; 1
1000034; 8; 1
1000034; 9; 1
1000035; 0; 1
1000035; 1; 1
1000035; 2; 1
1000035; 3; 1
1000035; 4; 1
1000035; 5; 1
1000035; 6; 1
1000035; 7; 1
1000035; 8; 1
1000035; 9; 1
1000036; 0; 1
1000036; 1; 1
1000036; 2; 1
1000036; 3; 1
1000036; 4; 1
1000036; 5; 1
1000036; 6; 1
1000036; 7; 1
1000036; 8; 1
1000036; 9; 1
1000037; 0; 1
1000037; 1; 1
1000037; 2; 1
1000037; 3; 1
1000037; 4; 1
1000037; 5; 1
1000037; 6; 1
1000037; 7; 1
1000037; 8; 1
1000037; 9; 1
1000038; 0; 1
1000038; 1; 1
1000038; 2; 1
1000038; 3; 1
1000038; 4; 1
1000038; 5; 1
1000038; 6; 1
1000038; 7; 1
1000038; 8; 1
1000038; 9; 1
1000039; 0; 1
1000039; 1; 1
1000039; 2; 1
1000039; 3; 1
1000039; 4; 1
1000039; 5; 1
1000039; 6; 1
1000039; 7; 1
1000039; 8; 1
1000039; 9; 1
1000040; 0; 1
1000040; 1; 1
1000040; 2; 1
1000040; 3; 1
1000040; 4; 1
1000040; 5; 1
1000040; 6; 1
1000040; 7; 1
1000040; 8; 1
1000040; 9; 1
1000041; 0; 1
1000041; 1; 1
1000041; 2; 1
1000041; 3; 1
1000041; 4; 1
1000041; 5; 1
1000041; 6; 1
1000041; 7; 1
1000041; 8; 1
1000041; 9; 1
1000042; 0; 1
1000042; 1; 1
1000042; 2; 1
1000042; 3; 1
1000042; 4; 1
1000042; 5; 1
1000042; 6; 1
1000042; 7; 1
1000042; 8; 1
1000042; 9; 1
1000043; 0; 1
1000043; 1; 1
1000043; 2; 1
1000043; 3; 1
1000043; 4; 1
1000043; 5; 1
1000043; 6; 1
1000043; 7; 1
1000043; 8; 1
1000043; 9; 1
1000044; 0; 1
1000044; 1; 1
1000044; 2; 1
1000044; 3; 1
1000044; 4; 1
1000044; 5; 1
1000044; 6; 1
1000044; 7; 1
1000044; 8; 1
1000044; 9; 1
1000045; 0; 1
1000045; 1; 1
1000045; 2; 1
1000045; 3; 1
1000045; 4; 1
1000045; 5; 1
1000045; 6; 1
1000045; 7; 1
1000045; 8; 1
1000045; 9; 1
1000046; 0; 1
1000046; 1; 1
1000046; 2; 1
1000046; 3; 1
1000046; 4; 1
1000046; 5; 1
1000046; 6; 1
1000046; 7; 1
1000046; 8; 1
1000046; 9; 1
1000047; 0; 1
1000047; 1; 1
1000047; 2; 1
1000047; 3; 1
1000047; 4; 1
1000047; 5; 1
1000047; 6; 1
1000047; 7; 1
1000047; 8; 1
1000047; 9; 1
1000048; 0; 1
1000048; 1; 1
1000048; 2; 1
1000048; 3; 1
1000048; 4; 1
1000048; 5; 1
1000048; 6; 1
1000048; 7; 1
1000048; 8; 1
1000048; 9; 1
1000049; 0; 1
1000049; 1; 1
1000049; 2; 1
1000049; 3; 1
1000049; 4; 1
1000049; 5; 1
1000049; 6; 1
1000049; 7; 1
1000049; 8; 1
1000049; 9; 1
1000050; 0; 1
1000050; 1; 1
1000050; 2; 1
1000050; 3; 1
1000050; 4; 1
1000050; 5; 1
1000050; 6; 1
1000050; 7; 1
1000050; 8; 1
1000050; 9; 1
1000051; 0; 1
1000051; 1; 1
1000051; 2; 1
1000051; 3; 1
1000051; 4; 1
1000051; 5; 1
1000051; 6; 1
1000051; 7; 1
1000051; 8; 1
1000051; 9; 1
1000052; 0; 1
1000052; 1; 1
1000052; 2; 1
1000052; 3; 1
1000052; 4; 1
1000052; 5; 1
1000052; 6; 1
1000052; 7; 1
1000052; 8; 1
1000052; 9; 1
1000053; 0; 1
1000053; 1; 1
1000053; 2; 1
1000053; 3; 1
1000053; 4; 1
1000053; 5; 1
1000053; 6; 1
1000053; 7; 1
1000053; 8; 1
1000053; 9; 1
1000054; 0; 1
1000054; 1; 1
1000054; 2; 1
1000054; 3; 1
1000054; 4; 1
1000054; 5; 1
1000054; 6; 1
1000054; 7; 1
1000054; 8; 1
1000054; 9; 1
1000055; 0; 1
1000055; 1; 1
1000055; 2; 1
1000055; 3; 1
1000055; 4; 1
1000055; 5; 1
1000055; 6; 1
1000055; 7; 1
1000055; 8; 1
1000055; 9; 1
1000056; 0; 1
1000056; 1; 1
1000056; 2; 1
1000056; 3; 1
1000056; 4; 1
1000056; 5; 1
1000056; 6; 1
1000056; 7; 1
1000056; 8; 1
1000056; 9; 1
1000057; 0; 1
1000057; 1; 1
1000057; 2; 1
1000057; 3; 1
1000057; 4; 1
1000057; 5; 1
1000057; 6; 1
1000057; 7; 1
1000057; 8; 1
1000057; 9; 1
1000058; 0; 1
1000058; 1; 1
1000058; 2; 1
1000058; 3; 1
1000058; 4; 1
1000058; 5; 1
1000058; 6; 1
1000058; 7; 1
1000058; 8; 1
1000058; 9; 1
1000059; 0; 1
1000059; 1; 1
1000059; 2; 1
1000059; 3; 1
1000059; 4; 1
1000059; 5; 1
1000059; 6; 1
1000059; 7; 1
1000059; 8; 1
1000059; 9; 1
1000060; 0; 1
1000060; 1; 1
1000060; 2; 1
1000060; 3; 1
1000060; 4; 1
1000060; 5; 1
1000060; 6; 1
1000060; 7; 1
1000060; 8; 1
1000060; 9; 1
1000061; 0; 1
1000061; 1; 1
1000061; 2; 1
1000061; 3; 1
1000061; 4; 1
1000061; 5; 1
1000061; 6; 1
1000061; 7; 1
1000061; 8; 1
1000061; 9; 1
1000062; 0; 1
1000062; 1; 1
1000062; 2; 1
1000062; 3; 1
1000062; 4; 1
1000062; 5; 1
1000062; 6; 1
1000062; 7; 1
1000062; 8; 1
1000062; 9; 1
1000063; 0; 1
1000063; 1; 1
1000063; 2; 1
1000063; 3; 1
1000063; 4; 1
1000063; 5; 1
1000063; 6; 1
1000063; 7; 1
1000063; 8; 1
1000063; 9; 1
1000064; 0; 1
1000064; 1; 1
1000064; 2; 1
1000064; 3; 1
1000064; 4; 1
1000064; 5; 1
1000064; 6; 1
1000064; 7; 1
1000064; 8; 1
1000064; 9; 1
1000065; 0; 1
1000065; 1; 1
1000065; 2; 1
1000065; 3; 1
1000065; 4; 1
1000065; 5; 1
1000065; 6; 1
1000065; 7; 1
1000065; 8; 1
1000065; 9; 1
1000066; 0; 1
1000066; 1; 1
1000066; 2; 1
1000066; 3; 1
1000066; 4; 1
1000066; 5; 1
1000066; 6; 1
1000066; 7; 1
1000066; 8; 1
1000066; 9; 1
1000067; 0; 1
1000067; 1; 1
1000067; 2; 1
1000067; 3; 1
1000067; 4; 1
1000067; 5; 1
1000067; 6; 1
1000067; 7; 1
1000067; 8; 1
1000067; 9; 1
1000068; 0; 1
1000068; 1; 1
1000068; 2; 1
1000068; 3; 1
1000068; 4; 1
1000068; 5; 1
1000068; 6; 1
1000068; 7; 1
1000068; 8; 1
1000068; 9; 1
1000069; 0; 1
1000069; 1; 1
1000069; 2; 1
1000069; 3; 1
1000069; 4; 1
1000069; 5; 1
1000069; 6; 1
1000069; 7; 1
1000069; 8; 1
1000069; 9; 1
1000070; 0; 1
1000070; 1; 1
1000070; 2; 1
1000070; 3; 1
1000070; 4; 1
1000070; 5; 1
1000070; 6; 1
1000070; 7; 1
1000070; 8; 1
1000070; 9; 1
1000071; 0; 1
1000071; 1; 1
1000071; 2; 1
1000071; 3; 1
1000071; 4; 1
1000071; 5; 1
1000071; 6; 1
1000071; 7; 1
1000071; 8; 1
1000071; 9; 1
1000072; 0; 1
1000072; 1; 1
1000072; 2; 1
1000072; 3; 1
1000072; 4; 1
1000072; 5; 1
1000072; 6; 1
1000072; 7; 1
1000072; 8; 1
1000072; 9; 1
1000073; 0; 1
1000073; 1; 1
1000073; 2; 1
1000073; 3; 1
1000073; 4; 1
1000073; 5; 1
1000073; 6; 1
1000073; 7; 1
1000073; 8; 1
1000073; 9; 1
1000074; 0; 1
1000074; 1; 1
1000074; 2; 1
1000074; 3; 1
1000074; 4; 1
1000074; 5; 1
1000074; 6; 1
1000074; 7; 1
1000074; 8; 1
1000074; 9; 1
1000075; 0; 1
1000075; 1; 1
1000075; 2; 1
1000075; 3; 1
1000075; 4; 1
1000075; 5; 1
1000075; 6; 1
1000075; 7; 1
1000075; 8; 1
1000075; 9; 1
1000076; 0; 1
1000076; 1; 1
1000076; 2; 1
1000076; 3; 1
1000076; 4; 1
1000076; 5; 1
1000076; 6; 1
1000076; 7; 1
1000076; 8; 1
1000076; 9; 1
1000077; 0; 1
1000077; 1; 1
1000077; 2; 1
1000077; 3; 1
1000077; 4; 1
1000077; 5; 1
1000077; 6; 1
1000077; 7; 1
1000077; 8; 1
1000077; 9; 1
1000078; 0; 1
1000078; 1; 1
1000078; 2; 1
1000078; 3; 1
1000078; 4; 1
1000078; 5; 1
1000078; 6; 1
1000078; 7; 1
1000078; 8; 1
1000078; 9; 1
1000079; 0; 1
1000079; 1; 1
1000079; 2; 1
1000079; 3; 1
1000079; 4; 1
1000079; 5; 1
1000079; 6; 1
1000079; 7; 1
1000079; 8; 1
1000079; 9; 1
1000080; 0; 1
1000080; 1; 1
1000080; 2; 1
1000080; 3; 1
1000080; 4; 1
1000080; 5; 1
1000080; 6; 1
1000080; 7; 1
1000080; 8; 1
1000080; 9; 1
1000081; 0; 1
1000081; 1; 1
1000081; 2; 1
1000081; 3; 1
1000081; 4; 1
1000081; 5; 1
1000081; 6; 1
1000081; 7; 1
1000081; 8; 1
1000081; 9; 1
1000082; 0; 1
1000082; 1; 1
1000082; 2; 1
1000082; 3; 1
1000082; 4; 1
1000082; 5; 1
1000082; 6; 1
1000082; 7; 1
1000082; 8; 1
1000082; 9; 1
1000083; 0; 1
1000083; 1; 1
1000083; 2; 1
1000083; 3; 1
1000083; 4; 1
1000083; 5; 1
1000083; 6; 1
1000083; 7; 1
1000083; 8; 1
1000083; 9; 1
1000084; 0; 1
1000084; 1; 1
1000084; 2; 1
1000084; 3; 1
1000084; 4; 1
1000084; 5; 1
1000084; 6; 1
1000084; 7; 1
1000084; 8; 1
1000084; 9; 1
1000085; 0; 1
1000085; 1; 1
1000085; 2; 1
1000085; 3; 1
1000085; 4; 1
1000085; 5; 1
1000085; 6; 1
1000085; 7; 1
1000085; 8; 1
1000085; 9; 1
1000086; 0; 1
1000086; 1; 1
1000086; 2; 1
1000086; 3; 1
1000086; 4; 1
1000086; 5; 1
1000086; 6; 1
1000086; 7; 1
1000086; 8; 1
1000086; 9; 1
1000087; 0; 1
1000087; 1; 1
1000087; 2; 1
1000087; 3; 1
1000087; 4; 1
1000087; 5; 1
1000087; 6; 1
1000087; 7; 1
1000087; 8; 1
1000087; 9; 1
1000088; 0; 1
1000088; 1; 1
1000088; 2; 1
1000088; 3; 1
1000088; 4; 1
1000088; 5; 1
1000088; 6; 1
1000088; 7; 1
1000088; 8; 1
1000088; 9; 1
1000089; 0; 1
1000089; 1; 1
1000089; 2; 1
1000089; 3; 1
1000089; 4; 1
1000089; 5; 1
1000089; 6; 1
1000089; 7; 1
1000089; 8; 1
1000089; 9; 1
1000090; 0; 1
1000090; 1; 1
1000090; 2; 1
1000090; 3; 1
1000090; 4; 1
1000090; 5; 1
1000090; 6; 1
1000090; 7; 1
1000090; 8; 1
1000090; 9; 1
1000091; 0; 1
1000091; 1; 1
1000091; 2; 1
1000091; 3; 1
1000091; 4; 1
1000091; 5; 1
1000091; 6; 1
1000091; 7; 1
1000091; 8; 1
1000091; 9; 1
1000092; 0; 1
1000092; 1; 1
1000092; 2; 1
1000092; 3; 1
1000092; 4; 1
1000092; 5; 1
1000092; 6; 1
1000092; 7; 1
1000092; 8; 1
1000092; 9; 1
1000093; 0; 1
1000093; 1; 1
1000093; 2; 1
1000093; 3; 1
1000093; 4; 1
1000093; 5; 1
1000093; 6; 1
1000093; 7; 1
1000093; 8; 1
1000093; 9; 1
1000094; 0; 1
1000094; 1; 1
1000094; 2; 1
1000094; 3; 1
1000094; 4; 1
1000094; 5; 1
1000094; 6; 1
1000094; 7; 1
1000094; 8; 1
1000094; 9; 1
1000095; 0; 1
1000095; 1; 1
1000095; 2; 1
1000095; 3; 1
1000095; 4; 1
1000095; 5; 1
1000095; 6; 1
1000095; 7; 1
1000095; 8; 1
1000095; 9; 1
1000096; 0; 1
1000096; 1; 1
1000096; 2; 1
1000096; 3; 1
1000096; 4; 1
1000096; 5; 1
1000096; 6; 1
1000096; 7; 1
1000096; 8; 1
1000096; 9; 1
1000097; 0; 1
1000097; 1; 1
1000097; 2; 1
1000097; 3; 1
1000097; 4; 1
1000097; 5; 1
1000097; 6; 1
1000097; 7; 1
1000097; 8; 1
1000097; 9; 1
1000098; 0; 1
1000098; 1; 1
1000098; 2; 1
1000098; 3; 1
1000098; 4; 1
1000098; 5; 1
1000098; 6; 1
1000098; 7; 1
1000098; 8; 1
1000098; 9; 1
1000099; 0; 1
1000099; 1; 1
1000099; 2; 1
1000099; 3; 1
1000099; 4; 1
1000099; 5; 1
1000099; 6; 1
1000099; 7; 1
1000099; 8; 1
1000099; 9; 1
1000100; 0; 1
1000100; 1; 1
1000100; 2; 1
1000100; 3; 1
1000100; 4; 1
1000100; 5; 1
1000100; 6; 1
1000100; 7; 1
1000100; 8; 1
1000100; 9; 1
1000101; 0; 1
1000101; 1; 1
1000101; 2; 1
1000101; 3; 1
1000101; 4; 1
1000101; 5; 1
1000101; 6; 1
1000101; 7; 1
1000101; 8; 1
1000101; 9; 1
1000102; 0; 1
1000102; 1; 1
1000102; 2; 1
1000102; 3; 1
1000102; 4; 1
1000102; 5; 1
1000102; 6; 1
1000102; 7; 1
1000102; 8; 1
1000102; 9; 1
1000103; 0; 1
1000103; 1; 1
1000103; 2; 1
1000103; 3; 1
1000103; 4; 1
1000103; 5; 1
1000103; 6; 1
1000103; 7; 1
1000103; 8; 1
1000103; 9; 1
1000104; 0; 1
1000104; 1; 1
1000104; 2; 1
1000104; 3; 1
1000104; 4; 1
1000104; 5; 1
1000104; 6; 1
1000104; 7; 1
1000104; 8; 1
1000104; 9; 1
1000105; 0; 1
1000105; 1; 1
1000105; 2; 1
1000105; 3; 1
1000105; 4; 1
1000105; 5; 1
1000105; 6; 1
1000105; 7; 1
1000105; 8; 1
1000105; 9; 1
1000106; 0; 1
1000106; 1; 1
1000106; 2; 1
1000106; 3; 1
1000106; 4; 1
1000106; 5; 1
1000106; 6; 1
1000106; 7; 1
1000106; 8; 1
1000106; 9; 1
1000107; 0; 1
1000107; 1; 1
1000107; 2; 1
1000107; 3; 1
1000107; 4; 1
1000107; 5; 1
1000107; 6; 1
1000107; 7; 1
1000107; 8; 1
1000107; 9; 1
1000108; 0; 1
1000108; 1; 1
1000108; 2; 1
1000108; 3; 1
1000108; 4; 1
1000108; 5; 1
1000108; 6; 1
1000108; 7; 1
1000108; 8; 1
1000108; 9; 1
1000109; 0; 1
1000109; 1; 1
1000109; 2; 1
