LocationID; CalculationTypeID; Min; Max
1300001; 0;    3;    5
1300001; 1;   10;   50
1300001; 2;    1;    4
1300001; 5;    2;    4
1300002; 0;    3;    5
1300002; 1;   10;   50
1300002; 2;    1;    4
1300002; 5;    2;    4
1300003; 0;    3;    5
1300003; 1;   10;   50
1300003; 2;    1;    4
1300003; 5;    2;    4
1300004; 0;    3;    5
1300004; 1;   10;   50
1300004; 2;    1;    4
1300004; 5;    2;    4
1300005; 0;    3;    5
1300005; 1;   10;   50
1300005; 2;    1;    4
1300005; 5;    2;    4
1300006; 0;    3;    5
1300006; 1;   10;   50
1300006; 2;    1;    4
1300006; 5;    2;    4
1300007; 0;    3;    5
1300007; 1;   10;   50
1300007; 2;    1;    4
1300007; 5;    2;    4
1300008; 0;    3;    5
1300008; 1;   10;   50
1300008; 2;    1;    4
1300008; 5;    2;    4
1300009; 0;    3;    5
1300009; 1;   10;   50
1300009; 2;    1;    4
1300009; 5;    2;    4
1300010; 0;    3;    5
1300010; 1;   10;   50
1300010; 2;    1;    4
1300010; 5;    2;    4
1300011; 0;    3;    5
1300011; 1;   10;   50
1300011; 2;    1;    4
1300011; 5;    2;    4
1300012; 0;    3;    5
1300012; 1;   10;   50
1300012; 2;    1;    4
1300012; 5;    2;    4
1300013; 0;    3;    5
1300013; 1;   10;   50
1300013; 2;    1;    4
1300013; 5;    2;    4
1300014; 0;    3;    5
1300014; 1;   10;   50
1300014; 2;    1;    4
1300014; 5;    2;    4
1300015; 0;    3;    5
1300015; 1;   10;   50
1300015; 2;    1;    4
1300015; 5;    2;    4
1300016; 0;    3;    5
1300016; 1;   10;   50
1300016; 2;    1;    4
1300016; 5;    2;    4
1300017; 0;    3;    5
1300017; 1;   10;   50
1300017; 2;    1;    4
1300017; 5;    2;    4
1300018; 0;    3;    5
1300018; 1;   10;   50
1300018; 2;    1;    4
1300018; 5;    2;    4
1300019; 0;    3;    5
1300019; 1;   10;   50
1300019; 2;    1;    4
1300019; 5;    2;    4
1300020; 0;    3;    5
1300020; 1;   10;   50
1300020; 2;    1;    4
1300020; 5;    2;    4
1300021; 0;    3;    5
1300021; 1;   10;   50
1300021; 2;    1;    4
1300021; 5;    2;    4
1300022; 0;    3;    5
1300022; 1;   10;   50
1300022; 2;    1;    4
1300022; 5;    2;    4
1300023; 0;    3;    5
1300023; 1;   10;   50
1300023; 2;    1;    4
1300023; 5;    2;    4
1300024; 0;    3;    5
1300024; 1;   10;   50
1300024; 2;    1;    4
1300024; 5;    2;    4
1300025; 0;    3;    5
1300025; 1;   10;   50
1300025; 2;    1;    4
1300025; 5;    2;    4
1300026; 0;    3;    5
1300026; 1;   10;   50
1300026; 2;    1;    4
1300026; 5;    2;    4
1300027; 0;    3;    5
1300027; 1;   10;   50
1300027; 2;    1;    4
1300027; 5;    2;    4
1300028; 0;    3;    5
1300028; 1;   10;   50
1300028; 2;    1;    4
1300028; 5;    2;    4
1300029; 0;    3;    5
1300029; 1;   10;   50
1300029; 2;    1;    4
1300029; 5;    2;    4
1300030; 0;    3;    5
1300030; 1;   10;   50
1300030; 2;    1;    4
1300030; 5;    2;    4
1300031; 0;    3;    5
1300031; 1;   10;   50
1300031; 2;    1;    4
1300031; 5;    2;    4
1300032; 0;    3;    5
1300032; 1;   10;   50
1300032; 2;    1;    4
1300032; 5;    2;    4
1300033; 0;    3;    5
1300033; 1;   10;   50
1300033; 2;    1;    4
1300033; 5;    2;    4
1300034; 0;    3;    5
1300034; 1;   10;   50
1300034; 2;    1;    4
1300034; 5;    2;    4
1300035; 0;    3;    5
1300035; 1;   10;   50
1300035; 2;    1;    4
1300035; 5;    2;    4
1300036; 0;    3;    5
1300036; 1;   10;   50
1300036; 2;    1;    4
1300036; 5;    2;    4
1300037; 0;    3;    5
1300037; 1;   10;   50
1300037; 2;    1;    4
1300037; 5;    2;    4
1300038; 0;    3;    5
1300038; 1;   10;   50
1300038; 2;    1;    4
1300038; 5;    2;    4
1300039; 0;    3;    5
1300039; 1;   10;   50
1300039; 2;    1;    4
1300039; 5;    2;    4
1300040; 0;    3;    5
1300040; 1;   10;   50
1300040; 2;    1;    4
1300040; 5;    2;    4
1300041; 0;    3;    5
1300041; 1;   10;   50
1300041; 2;    1;    4
1300041; 5;    2;    4
1300042; 0;    3;    5
1300042; 1;   10;   50
1300042; 2;    1;    4
1300042; 5;    2;    4
1300043; 0;    3;    5
1300043; 1;   10;   50
1300043; 2;    1;    4
1300043; 5;    2;    4
1300044; 0;    3;    5
1300044; 1;   10;   50
1300044; 2;    1;    4
1300044; 5;    2;    4
1300045; 0;    3;    5
1300045; 1;   10;   50
1300045; 2;    1;    4
1300045; 5;    2;    4
1300046; 0;    3;    5
1300046; 1;   10;   50
1300046; 2;    1;    4
1300046; 5;    2;    4
1300047; 0;    3;    5
1300047; 1;   10;   50
1300047; 2;    1;    4
1300047; 5;    2;    4
1300048; 0;    3;    5
1300048; 1;   10;   50
1300048; 2;    1;    4
1300048; 5;    2;    4
1300049; 0;    3;    5
1300049; 1;   10;   50
1300049; 2;    1;    4
1300049; 5;    2;    4
1300050; 0;    3;    5
1300050; 1;   10;   50
1300050; 2;    1;    4
1300050; 5;    2;    4
1300051; 0;    3;    5
1300051; 1;   10;   50
1300051; 2;    1;    4
1300051; 5;    2;    4
1300052; 0;    3;    5
1300052; 1;   10;   50
1300052; 2;    1;    4
1300052; 5;    2;    4
1300053; 0;    3;    5
1300053; 1;   10;   50
1300053; 2;    1;    4
1300053; 5;    2;    4
1300054; 0;    3;    5
1300054; 1;   10;   50
1300054; 2;    1;    4
1300054; 5;    2;    4
1300055; 0;    3;    5
1300055; 1;   10;   50
1300055; 2;    1;    4
1300055; 5;    2;    4
1300056; 0;    3;    5
1300056; 1;   10;   50
1300056; 2;    1;    4
1300056; 5;    2;    4
1300057; 0;    3;    5
1300057; 1;   10;   50
1300057; 2;    1;    4
1300057; 5;    2;    4
1300058; 0;    3;    5
1300058; 1;   10;   50
