LocationID; CalculationTypeID; Min; Max
1000001; 0;    3;    5
1000001; 1;   10;   50
1000001; 2;    1;    4
1000001; 5;    2;    4
1000002; 0;    3;    5
1000002; 1;   10;   50
1000002; 2;    1;    4
1000002; 5;    2;    4
1000003; 0;    3;    5
1000003; 1;   10;   50
1000003; 2;    1;    4
1000003; 5;    2;    4
1000004; 0;    3;    5
1000004; 1;   10;   50
1000004; 2;    1;    4
1000004; 5;    2;    4
1000005; 0;    3;    5
1000005; 1;   10;   50
1000005; 2;    1;    4
1000005; 5;    2;    4
1000006; 0;    3;    5
1000006; 1;   10;   50
1000006; 2;    1;    4
1000006; 5;    2;    4
1000007; 0;    3;    5
1000007; 1;   10;   50
1000007; 2;    1;    4
1000007; 5;    2;    4
1000008; 0;    3;    5
1000008; 1;   10;   50
1000008; 2;    1;    4
1000008; 5;    2;    4
1000009; 0;    3;    5
1000009; 1;   10;   50
1000009; 2;    1;    4
1000009; 5;    2;    4
1000010; 0;    3;    5
1000010; 1;   10;   50
1000010; 2;    1;    4
1000010; 5;    2;    4
1000011; 0;    3;    5
1000011; 1;   10;   50
1000011; 2;    1;    4
1000011; 5;    2;    4
1000012; 0;    3;    5
1000012; 1;   10;   50
1000012; 2;    1;    4
1000012; 5;    2;    4
1000013; 0;    3;    5
1000013; 1;   10;   50
1000013; 2;    1;    4
1000013; 5;    2;    4
1000014; 0;    3;    5
1000014; 1;   10;   50
1000014; 2;    1;    4
1000014; 5;    2;    4
1000015; 0;    3;    5
1000015; 1;   10;   50
1000015; 2;    1;    4
1000015; 5;    2;    4
1000016; 0;    3;    5
1000016; 1;   10;   50
1000016; 2;    1;    4
1000016; 5;    2;    4
1000017; 0;    3;    5
1000017; 1;   10;   50
1000017; 2;    1;    4
1000017; 5;    2;    4
1000018; 0;    3;    5
1000018; 1;   10;   50
1000018; 2;    1;    4
1000018; 5;    2;    4
1000019; 0;    3;    5
1000019; 1;   10;   50
1000019; 2;    1;    4
1000019; 5;    2;    4
1000020; 0;    3;    5
1000020; 1;   10;   50
1000020; 2;    1;    4
1000020; 5;    2;    4
1000021; 0;    3;    5
1000021; 1;   10;   50
1000021; 2;    1;    4
1000021; 5;    2;    4
1000022; 0;    3;    5
1000022; 1;   10;   50
1000022; 2;    1;    4
1000022; 5;    2;    4
1000023; 0;    3;    5
1000023; 1;   10;   50
1000023; 2;    1;    4
1000023; 5;    2;    4
1000024; 0;    3;    5
1000024; 1;   10;   50
1000024; 2;    1;    4
1000024; 5;    2;    4
1000025; 0;    3;    5
1000025; 1;   10;   50
1000025; 2;    1;    4
1000025; 5;    2;    4
1000026; 0;    3;    5
1000026; 1;   10;   50
1000026; 2;    1;    4
1000026; 5;    2;    4
1000027; 0;    3;    5
1000027; 1;   10;   50
1000027; 2;    1;    4
1000027; 5;    2;    4
1000028; 0;    3;    5
1000028; 1;   10;   50
1000028; 2;    1;    4
1000028; 5;    2;    4
1000029; 0;    3;    5
1000029; 1;   10;   50
1000029; 2;    1;    4
1000029; 5;    2;    4
1000030; 0;    3;    5
1000030; 1;   10;   50
1000030; 2;    1;    4
1000030; 5;    2;    4
1000031; 0;    3;    5
1000031; 1;   10;   50
1000031; 2;    1;    4
1000031; 5;    2;    4
1000032; 0;    3;    5
1000032; 1;   10;   50
1000032; 2;    1;    4
1000032; 5;    2;    4
1000033; 0;    3;    5
1000033; 1;   10;   50
1000033; 2;    1;    4
1000033; 5;    2;    4
1000034; 0;    3;    5
1000034; 1;   10;   50
1000034; 2;    1;    4
1000034; 5;    2;    4
1000035; 0;    3;    5
1000035; 1;   10;   50
1000035; 2;    1;    4
1000035; 5;    2;    4
1000036; 0;    3;    5
1000036; 1;   10;   50
1000036; 2;    1;    4
1000036; 5;    2;    4
1000037; 0;    3;    5
1000037; 1;   10;   50
1000037; 2;    1;    4
1000037; 5;    2;    4
1000038; 0;    3;    5
1000038; 1;   10;   50
1000038; 2;    1;    4
1000038; 5;    2;    4
1000039; 0;    3;    5
1000039; 1;   10;   50
1000039; 2;    1;    4
1000039; 5;    2;    4
1000040; 0;    3;    5
1000040; 1;   10;   50
1000040; 2;    1;    4
1000040; 5;    2;    4
1000041; 0;    3;    5
1000041; 1;   10;   50
1000041; 2;    1;    4
1000041; 5;    2;    4
1000042; 0;    3;    5
1000042; 1;   10;   50
1000042; 2;    1;    4
1000042; 5;    2;    4
1000043; 0;    3;    5
1000043; 1;   10;   50
1000043; 2;    1;    4
1000043; 5;    2;    4
1000044; 0;    3;    5
1000044; 1;   10;   50
1000044; 2;    1;    4
1000044; 5;    2;    4
1000045; 0;    3;    5
1000045; 1;   10;   50
1000045; 2;    1;    4
1000045; 5;    2;    4
1000046; 0;    3;    5
1000046; 1;   10;   50
1000046; 2;    1;    4
1000046; 5;    2;    4
1000047; 0;    3;    5
1000047; 1;   10;   50
1000047; 2;    1;    4
1000047; 5;    2;    4
1000048; 0;    3;    5
1000048; 1;   10;   50
1000048; 2;    1;    4
1000048; 5;    2;    4
1000049; 0;    3;    5
1000049; 1;   10;   50
1000049; 2;    1;    4
1000049; 5;    2;    4
1000050; 0;    3;    5
1000050; 1;   10;   50
1000050; 2;    1;    4
1000050; 5;    2;    4
1000051; 0;    3;    5
1000051; 1;   10;   50
1000051; 2;    1;    4
1000051; 5;    2;    4
1000052; 0;    3;    5
1000052; 1;   10;   50
1000052; 2;    1;    4
1000052; 5;    2;    4
1000053; 0;    3;    5
1000053; 1;   10;   50
1000053; 2;    1;    4
1000053; 5;    2;    4
1000054; 0;    3;    5
1000054; 1;   10;   50
1000054; 2;    1;    4
1000054; 5;    2;    4
1000055; 0;    3;    5
1000055; 1;   10;   50
1000055; 2;    1;    4
1000055; 5;    2;    4
1000056; 0;    3;    5
1000056; 1;   10;   50
1000056; 2;    1;    4
1000056; 5;    2;    4
1000057; 0;    3;    5
1000057; 1;   10;   50
1000057; 2;    1;    4
1000057; 5;    2;    4
1000058; 0;    3;    5
1000058; 1;   10;   50
1000058; 2;    1;    4
1000058; 5;    2;    4
1000059; 0;    3;    5
1000059; 1;   10;   50
1000059; 2;    1;    4
1000059; 5;    2;    4
1000060; 0;    3;    5
1000060; 1;   10;   50
1000060; 2;    1;    4
1000060; 5;    2;    4
1000061; 0;    3;    5
1000061; 1;   10;   50
1000061; 2;    1;    4
1000061; 5;    2;    4
1000062; 0;    3;    5
1000062; 1;   10;   50
1000062; 2;    1;    4
1000062; 5;    2;    4
1000063; 0;    3;    5
1000063; 1;   10;   50
1000063; 2;    1;    4
1000063; 5;    2;    4
1000064; 0;    3;    5
1000064; 1;   10;   50
1000064; 2;    1;    4
1000064; 5;    2;    4
1000065; 0;    3;    5
1000065; 1;   10;   50
1000065; 2;    1;    4
1000065; 5;    2;    4
1000066; 0;    3;    5
1000066; 1;   10;   50
1000066; 2;    1;    4
1000066; 5;    2;    4
1000067; 0;    3;    5
1000067; 1;   10;   50
1000067; 2;    1;    4
1000067; 5;    2;    4
1000068; 0;    3;    5
1000068; 1;   10;   50
1000068; 2;    1;    4
1000068; 5;    2;    4
1000069; 0;    3;    5
1000069; 1;   10;   50
1000069; 2;    1;    4
1000069; 5;    2;    4
1000070; 0;    3;    5
1000070; 1;   10;   50
1000070; 2;    1;    4
1000070; 5;    2;    4
1000071; 0;    3;    5
1000071; 1;   10;   50
1000071; 2;    1;    4
1000071; 5;    2;    4
1000072; 0;    3;    5
1000072; 1;   10;   50
1000072; 2;    1;    4
1000072; 5;    2;    4
1000073; 0;    3;    5
1000073; 1;   10;   50
1000073; 2;    1;    4
1000073; 5;    2;    4
1000074; 0;    3;    5
1000074; 1;   10;   50
1000074; 2;    1;    4
1000074; 5;    2;    4
1000075; 0;    3;    5
1000075; 1;   10;   50
1000075; 2;    1;    4
1000075; 5;    2;    4
1000076; 0;    3;    5
1000076; 1;   10;   50
1000076; 2;    1;    4
1000076; 5;    2;    4
1000077; 0;    3;    5
1000077; 1;   10;   50
1000077; 2;    1;    4
1000077; 5;    2;    4
1000078; 0;    3;    5
1000078; 1;   10;   50
1000078; 2;    1;    4
1000078; 5;    2;    4
1000079; 0;    3;    5
1000079; 1;   10;   50
1000079; 2;    1;    4
1000079; 5;    2;    4
1000080; 0;    3;    5
1000080; 1;   10;   50
1000080; 2;    1;    4
1000080; 5;    2;    4
1000081; 0;    3;    5
1000081; 1;   10;   50
1000081; 2;    1;    4
1000081; 5;    2;    4
1000082; 0;    3;    5
1000082; 1;   10;   50
1000082; 2;    1;    4
1000082; 5;    2;    4
1000083; 0;    3;    5
1000083; 1;   10;   50
