 30.0  0.040  0.069
 60.0  0.077  0.180
 90.0  0.079  0.186
120.0  0.059  0.138
150.0  0.088  0.206
180.0  0.123  0.290
210.0  0.159  0.276
240.0  0.125  0.217
270.0  0.098  0.170
300.0  0.060  0.105
330.0  0.052  0.090
360.0  0.042  0.073
