28  1.396853E-08  2.225720E-08  3.417115E-09  0.000000E+00  1.054143E-09  2.372866E-06  1.005732E-03  5.463826E-03  9.367696E-03  4.190465E-03  2.128885E-04  1.615579E-06
29  2.586961E-09  3.922071E-09  0.000000E+00  0.000000E+00  0.000000E+00  5.963955E-07  4.648259E-04  3.035790E-03  5.632025E-03  2.467982E-03  9.941811E-05  5.095619E-07
30  4.246630E-10  1.437858E-10  0.000000E+00  0.000000E+00  0.000000E+00  1.398485E-07  2.085837E-04  1.655622E-03  3.345188E-03  1.428057E-03  4.526507E-05  1.538424E-07
31  4.231249E-11  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.062338E-08  9.086576E-05  8.864936E-04  1.963464E-03  8.118369E-04  2.010962E-05  4.422422E-08
32  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.020096E-09  3.841946E-05  4.660921E-04  1.138970E-03  4.534591E-04  8.707934E-06  1.264561E-08
33  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  7.484284E-10  1.576141E-05  2.406384E-04  6.529393E-04  2.488875E-04  3.674970E-06  1.535763E-09
34  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.271352E-06  1.219936E-04  3.698734E-04  1.342541E-04  1.511371E-06  1.929812E-11
35  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.419138E-06  6.072164E-05  2.070026E-04  7.118745E-05  6.056434E-07  0.000000E+00
36  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  9.041755E-07  2.966993E-05  1.144315E-04  3.711045E-05  2.364826E-07  0.000000E+00
37  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.272293E-07  1.422889E-05  6.246726E-05  1.902353E-05  8.974434E-08  0.000000E+00
38  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.149797E-07  6.695900E-06  3.366490E-05  9.590960E-06  3.268224E-08  0.000000E+00
39  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.860287E-08  3.091182E-06  1.790696E-05  4.756619E-06  1.179772E-08  0.000000E+00
40  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.250820E-08  1.399578E-06  9.398297E-06  2.320979E-06  0.000000E+00  0.000000E+00
41  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.190577E-09  6.212990E-07  4.865720E-06  1.114238E-06  0.000000E+00  0.000000E+00
42  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.142551E-09  2.702919E-07  2.484352E-06  5.266858E-07  0.000000E+00  0.000000E+00
