*
* Overschrijdingskansen potentiele windsnelheid Schiphol_met_Volkerfactor. Zonder statistische onzekerheid.
* WTI2017: 12-uursmaxima, gegeven windrichting
*
* Door: K.A. Wojciechowska van HKV lijn in water
* Project: PR3280.10
*
* u         NNO             NO              ONO             O               OZO             ZO              ZZO             Z               ZZW             ZW              WZW             W               WNW             NW              NNW             N
  6.50      3.619e-01      4.810e-01      4.826e-01      3.498e-01      2.547e-01      3.143e-01      3.998e-01      4.969e-01      6.515e-01      7.306e-01      7.739e-01      7.689e-01      6.793e-01      5.862e-01      5.273e-01      3.363e-01 
  7.00      2.983e-01      4.278e-01      4.387e-01      3.084e-01      1.910e-01      2.354e-01      3.386e-01      4.301e-01      5.744e-01      6.737e-01      7.309e-01      7.315e-01      6.306e-01      5.258e-01      4.590e-01      2.792e-01 
  7.50      2.459e-01      3.460e-01      3.391e-01      2.243e-01      1.165e-01      1.497e-01      2.595e-01      3.495e-01      5.214e-01      6.188e-01      6.863e-01      6.710e-01      5.725e-01      4.584e-01      3.945e-01      2.160e-01 
  8.00      2.210e-01      2.871e-01      3.044e-01      1.548e-01      8.216e-02      1.129e-01      1.983e-01      2.972e-01      4.467e-01      5.683e-01      6.444e-01      6.155e-01      5.197e-01      3.996e-01      3.390e-01      1.670e-01 
  8.50      1.713e-01      2.186e-01      2.338e-01      1.068e-01      5.796e-02      7.893e-02      1.466e-01      2.366e-01      3.953e-01      5.242e-01      5.874e-01      5.586e-01      4.577e-01      3.274e-01      2.818e-01      1.270e-01 
  9.00      1.331e-01      1.863e-01      2.072e-01      7.374e-02      4.089e-02      5.517e-02      1.086e-01      1.935e-01      3.297e-01      4.835e-01      5.355e-01      5.070e-01      4.031e-01      2.682e-01      2.343e-01      9.661e-02 
  9.50      1.034e-01      1.293e-01      1.377e-01      5.027e-02      2.791e-02      3.856e-02      8.228e-02      1.498e-01      2.886e-01      4.345e-01      4.771e-01      4.589e-01      3.497e-01      2.204e-01      1.948e-01      7.497e-02 
 10.00      8.030e-02      9.415e-02      8.955e-02      3.422e-02      1.905e-02      2.695e-02      5.836e-02      1.183e-01      2.316e-01      3.905e-01      4.252e-01      4.153e-01      3.034e-01      1.812e-01      1.619e-01      5.817e-02 
 10.50      6.238e-02      6.857e-02      5.823e-02      2.329e-02      1.300e-02      1.884e-02      4.140e-02      9.677e-02      1.951e-01      3.462e-01      3.727e-01      3.709e-01      2.643e-01      1.554e-01      1.254e-01      4.478e-02 
 11.00      4.846e-02      4.994e-02      3.786e-02      1.586e-02      8.876e-03      1.317e-02      2.937e-02      6.836e-02      1.500e-01      3.069e-01      3.268e-01      3.312e-01      2.303e-01      1.332e-01      9.709e-02      3.448e-02 
 11.50      3.765e-02      3.637e-02      2.614e-02      1.079e-02      5.775e-03      9.203e-03      2.083e-02      5.069e-02      1.272e-01      2.676e-01      2.843e-01      2.865e-01      1.895e-01      1.038e-01      7.302e-02      2.627e-02 
 12.00      2.925e-02      2.649e-02      1.817e-02      7.347e-03      3.742e-03      6.432e-03      1.478e-02      3.686e-02      9.968e-02      2.333e-01      2.474e-01      2.479e-01      1.559e-01      8.091e-02      5.491e-02      2.002e-02 
 12.50      2.150e-02      1.869e-02      1.263e-02      5.001e-03      2.428e-03      4.290e-03      1.016e-02      2.633e-02      7.811e-02      1.979e-01      2.059e-01      2.082e-01      1.211e-01      6.267e-02      4.097e-02      1.504e-02 
 13.00      1.581e-02      1.319e-02      8.783e-03      3.404e-03      1.578e-03      2.861e-03      6.989e-03      1.881e-02      5.986e-02      1.678e-01      1.715e-01      1.749e-01      9.410e-02      4.854e-02      3.057e-02      1.130e-02 
 13.50      1.162e-02      9.056e-03      6.106e-03      2.317e-03      1.027e-03      1.817e-03      4.807e-03      1.343e-02      4.578e-02      1.357e-01      1.393e-01      1.329e-01      7.275e-02      3.730e-02      2.258e-02      8.891e-03 
 14.00      8.541e-03      6.202e-03      4.245e-03      1.577e-03      6.696e-04      1.148e-03      3.306e-03      9.596e-03      3.502e-02      1.098e-01      1.131e-01      1.009e-01      5.625e-02      2.866e-02      1.667e-02      6.996e-03 
 14.50      5.971e-03      4.250e-03      2.951e-03      1.074e-03      4.371e-04      7.248e-04      2.273e-03      6.713e-03      2.679e-02      8.628e-02      8.737e-02      7.025e-02      4.322e-02      2.180e-02      1.214e-02      5.505e-03 
 15.00      4.163e-03      2.913e-03      2.052e-03      7.309e-04      2.858e-04      4.578e-04      1.563e-03      4.685e-03      2.051e-02      6.780e-02      6.746e-02      4.890e-02      3.321e-02      1.658e-02      8.841e-03      4.332e-03 
 15.50      2.911e-03      1.998e-03      1.427e-03      4.976e-04      1.872e-04      2.892e-04      1.060e-03      3.269e-03      1.570e-02      4.939e-02      4.932e-02      3.490e-02      2.531e-02      1.243e-02      6.923e-03      3.237e-03 
 16.00      2.042e-03      1.371e-03      9.919e-04      3.387e-04      1.228e-04      1.827e-04      7.195e-04      2.282e-03      1.202e-02      3.597e-02      3.605e-02      2.491e-02      1.930e-02      9.325e-03      5.421e-03      2.419e-03 
 16.50      1.437e-03      9.408e-04      6.896e-04      2.306e-04      8.063e-05      1.154e-04      4.892e-04      1.592e-03      9.208e-03      2.569e-02      2.708e-02      1.832e-02      1.448e-02      7.495e-03      4.244e-03      1.803e-03 
 17.00      1.015e-03      6.460e-04      4.795e-04      1.569e-04      5.304e-05      7.288e-05      3.332e-04      1.111e-03      7.054e-03      1.835e-02      2.035e-02      1.348e-02      1.087e-02      6.024e-03      3.323e-03      1.343e-03 
 17.50      7.185e-04      4.438e-04      3.334e-04      1.068e-04      3.495e-05      4.604e-05      2.273e-04      7.755e-04      5.405e-03      1.300e-02      1.516e-02      9.811e-03      7.873e-03      4.842e-03      2.550e-03      1.001e-03 
 18.00      5.104e-04      3.050e-04      2.318e-04      7.272e-05      2.306e-05      2.908e-05      1.554e-04      5.412e-04      4.142e-03      9.215e-03      1.130e-02      7.142e-03      5.701e-03      3.892e-03      1.956e-03      7.459e-04 
 18.50      3.637e-04      2.097e-04      1.612e-04      4.950e-05      1.524e-05      1.837e-05      1.064e-04      3.777e-04      3.174e-03      6.463e-03      8.338e-03      5.127e-03      4.430e-03      3.128e-03      1.499e-03      5.559e-04 
 19.00      2.599e-04      1.442e-04      1.121e-04      3.370e-05      1.008e-05      1.160e-05      7.292e-05      2.636e-04      2.433e-03      4.534e-03      6.151e-03      3.680e-03      3.443e-03      2.514e-03      1.149e-03      4.142e-04 
 19.50      1.863e-04      9.921e-05      7.796e-05      2.294e-05      6.681e-06      7.329e-06      5.006e-05      1.839e-04      1.865e-03      3.136e-03      4.474e-03      2.894e-03      2.676e-03      1.945e-03      8.805e-04      3.087e-04 
 20.00      1.339e-04      6.828e-05      5.421e-05      1.561e-05      4.433e-06      4.630e-06      3.441e-05      1.284e-04      1.430e-03      2.169e-03      3.255e-03      2.275e-03      2.079e-03      1.506e-03      6.748e-04      2.300e-04 
 20.50      9.652e-05      4.702e-05      3.770e-05      1.063e-05      2.946e-06      2.924e-06      2.368e-05      8.959e-05      1.097e-03      1.644e-03      2.522e-03      1.789e-03      1.616e-03      1.163e-03      5.173e-04      1.714e-04 
 21.00      6.974e-05      3.238e-05      2.622e-05      7.235e-06      1.960e-06      1.847e-06      1.632e-05      6.252e-05      8.409e-04      1.246e-03      1.954e-03      1.407e-03      1.256e-03      8.980e-04      3.965e-04      1.277e-04 
 21.50      5.052e-05      2.231e-05      1.823e-05      4.925e-06      1.305e-06      1.167e-06      1.126e-05      4.363e-05      6.449e-04      9.440e-04      1.499e-03      1.106e-03      9.766e-04      6.936e-04      3.039e-04      9.518e-05 
 22.00      3.668e-05      1.538e-05      1.268e-05      3.353e-06      8.706e-07      7.371e-07      7.772e-06      3.045e-05      4.946e-04      7.154e-04      1.150e-03      8.699e-04      7.591e-04      5.357e-04      2.330e-04      7.093e-05 
 22.50      2.669e-05      1.060e-05      8.819e-06      2.282e-06      5.813e-07      4.656e-07      5.371e-06      2.125e-05      3.794e-04      5.422e-04      8.716e-04      6.840e-04      5.902e-04      4.138e-04      1.786e-04      5.286e-05 
 23.00      1.946e-05      7.314e-06      6.134e-06      1.553e-06      3.886e-07      2.941e-07      3.715e-06      1.483e-05      2.910e-04      4.110e-04      6.608e-04      5.379e-04      4.588e-04      3.196e-04      1.369e-04      3.939e-05 
 23.50      1.421e-05      5.046e-06      4.266e-06      1.057e-06      2.600e-07      1.858e-07      2.572e-06      1.035e-05      2.232e-04      3.115e-04      5.011e-04      4.229e-04      3.567e-04      2.468e-04      1.050e-04      2.935e-05 
 24.00      1.040e-05      3.482e-06      2.967e-06      7.198e-07      1.742e-07      1.173e-07      1.781e-06      7.223e-06      1.713e-04      2.361e-04      3.800e-04      3.326e-04      2.774e-04      1.906e-04      8.048e-05      2.187e-05 
 24.50      7.624e-06      2.404e-06      2.064e-06      4.900e-07      1.168e-07      7.413e-08      1.235e-06      5.041e-06      1.314e-04      1.790e-04      2.883e-04      2.615e-04      2.157e-04      1.473e-04      6.171e-05      1.630e-05 
 25.00      5.597e-06      1.660e-06      1.435e-06      3.335e-07      7.838e-08      4.682e-08      8.564e-07      3.518e-06      1.008e-04      1.357e-04      2.187e-04      2.056e-04      1.677e-04      1.137e-04      4.731e-05      1.215e-05 
 25.50      4.115e-06      1.147e-06      9.983e-07      2.271e-07      5.265e-08      2.958e-08      5.943e-07      2.455e-06      7.734e-05      1.029e-04      1.659e-04      1.617e-04      1.304e-04      8.786e-05      3.628e-05      9.051e-06 
 26.00      3.029e-06      7.924e-07      6.944e-07      1.546e-07      3.540e-08      1.868e-08      4.126e-07      1.713e-06      5.934e-05      7.799e-05      1.259e-04      1.271e-04      1.014e-04      6.786e-05      2.782e-05      6.745e-06 
 26.50      2.232e-06      5.476e-07      4.830e-07      1.052e-07      2.382e-08      1.180e-08      2.866e-07      1.196e-06      4.553e-05      5.914e-05      9.560e-05      9.998e-05      7.889e-05      5.242e-05      2.133e-05      5.026e-06 
 27.00      1.647e-06      3.786e-07      3.360e-07      7.162e-08      1.604e-08      7.455e-09      1.992e-07      8.344e-07      3.494e-05      4.484e-05      7.257e-05      7.861e-05      6.136e-05      4.049e-05      1.636e-05      3.745e-06 
 27.50      1.216e-06      2.618e-07      2.337e-07      4.875e-08      1.081e-08      4.710e-09      1.385e-07      5.823e-07      2.681e-05      3.400e-05      5.511e-05      6.182e-05      4.773e-05      3.128e-05      1.254e-05      2.791e-06 
 28.00      8.988e-07      1.811e-07      1.626e-07      3.319e-08      7.286e-09      2.975e-09      9.628e-08      4.064e-07      2.057e-05      2.578e-05      4.185e-05      4.861e-05      3.712e-05      2.416e-05      9.619e-06      2.080e-06 
 28.50      6.649e-07      1.253e-07      1.131e-07      2.259e-08      4.916e-09      1.879e-09      6.698e-08      2.836e-07      1.579e-05      1.955e-05      3.180e-05      3.822e-05      2.888e-05      1.866e-05      7.376e-06      1.550e-06 
 29.00      4.922e-07      8.667e-08      7.866e-08      1.538e-08      3.319e-09      1.187e-09      4.661e-08      1.979e-07      1.212e-05      1.483e-05      2.416e-05      3.005e-05      2.247e-05      1.442e-05      5.657e-06      1.155e-06 
 29.50      3.646e-07      5.999e-08      5.472e-08      1.047e-08      2.242e-09      7.499e-10      3.244e-08      1.381e-07      9.298e-06      1.125e-05      1.836e-05      2.363e-05      1.748e-05      1.114e-05      4.338e-06      8.606e-07 
 30.00      2.703e-07      4.153e-08      3.806e-08      7.125e-09      1.515e-09      4.737e-10      2.259e-08      9.639e-08      7.135e-06      8.530e-06      1.395e-05      1.858e-05      1.360e-05      8.603e-06      3.327e-06      6.413e-07 
 30.50      2.004e-07      2.875e-08      2.648e-08      4.850e-09      1.024e-09      2.992e-10      1.573e-08      6.727e-08      5.476e-06      6.470e-06      1.061e-05      1.461e-05      1.058e-05      6.646e-06      2.552e-06      4.779e-07 
 31.00      1.487e-07      1.991e-08      1.842e-08      3.302e-09      6.930e-10      1.890e-10      1.095e-08      4.695e-08      4.202e-06      4.908e-06      8.069e-06      1.149e-05      8.235e-06      5.134e-06      1.957e-06      3.561e-07 
 31.50      1.104e-07      1.379e-08      1.281e-08      2.247e-09      4.690e-10      1.194e-10      7.631e-09      3.276e-08      3.225e-06      3.723e-06      6.138e-06      9.035e-06      6.408e-06      3.966e-06      1.501e-06      2.654e-07 
 32.00      8.198e-08      9.557e-09      8.914e-09      1.530e-09      3.176e-10      7.543e-11      5.317e-09      2.286e-08      2.475e-06      2.825e-06      4.670e-06      7.104e-06      4.987e-06      3.064e-06      1.151e-06      1.978e-07 
 32.50      6.090e-08      6.622e-09      6.201e-09      1.041e-09      2.151e-10      4.765e-11      3.705e-09      1.596e-08      1.900e-06      2.143e-06      3.554e-06      5.586e-06      3.881e-06      2.367e-06      8.831e-07      1.474e-07 
 33.00      4.525e-08      4.590e-09      4.314e-09      7.089e-10      1.457e-10      3.010e-11      2.582e-09      1.114e-08      1.458e-06      1.626e-06      2.705e-06      4.393e-06      3.021e-06      1.829e-06      6.774e-07      1.098e-07 
 33.50      3.364e-08      3.182e-09      3.001e-09      4.825e-10      9.878e-11      1.901e-11      1.800e-09      7.771e-09      1.119e-06      1.234e-06      2.060e-06      3.454e-06      2.351e-06      1.413e-06      5.196e-07      8.184e-08 
 34.00      2.501e-08      2.206e-09      2.088e-09      3.285e-10      6.697e-11      1.201e-11      1.255e-09      5.423e-09      8.588e-07      9.361e-07      1.569e-06      2.716e-06      1.830e-06      1.091e-06      3.986e-07      6.098e-08 
 34.50      1.860e-08      1.530e-09      1.453e-09      2.236e-10      4.542e-11      7.588e-12      8.748e-10      3.785e-09      6.591e-07      7.104e-07      1.196e-06      2.136e-06      1.425e-06      8.432e-07      3.057e-07      4.544e-08 
 35.00      1.384e-08      1.061e-09      1.011e-09      1.522e-10      3.081e-11      4.793e-12      6.099e-10      2.641e-09      5.059e-07      5.391e-07      9.110e-07      1.679e-06      1.109e-06      6.514e-07      2.345e-07      3.386e-08 
 35.50      1.029e-08      7.357e-10      7.032e-10      1.036e-10      2.091e-11      3.028e-12      4.253e-10      1.843e-09      3.883e-07      4.091e-07      6.946e-07      1.321e-06      8.637e-07      5.033e-07      1.799e-07      2.524e-08 
 36.00      7.660e-09      5.104e-10      4.892e-10      7.053e-11      1.419e-11      1.913e-12      2.966e-10      1.286e-09      2.980e-07      3.105e-07      5.296e-07      1.038e-06      6.724e-07      3.888e-07      1.380e-07      1.881e-08 
 36.50      5.701e-09      3.541e-10      3.404e-10      4.801e-11      9.632e-12      1.208e-12      2.068e-10      8.978e-10      2.287e-07      2.357e-07      4.040e-07      8.165e-07      5.236e-07      3.004e-07      1.059e-07      1.401e-08 
 37.00      4.243e-09      2.457e-10      2.368e-10      3.268e-11      6.540e-12      7.633e-13      1.443e-10      6.265e-10      1.755e-07      1.789e-07      3.082e-07      6.420e-07      4.077e-07      2.321e-07      8.121e-08      1.044e-08 
 37.50      3.159e-09      1.705e-10      1.648e-10      2.225e-11      4.441e-12      4.822e-13      1.006e-10      4.372e-10      1.347e-07      1.358e-07      2.353e-07      5.048e-07      3.175e-07      1.793e-07      6.230e-08      7.782e-09 
 38.00      2.352e-09      1.184e-10      1.146e-10      1.514e-11      3.017e-12      3.046e-13      7.019e-11      3.051e-10      1.034e-07      1.031e-07      1.796e-07      3.970e-07      2.473e-07      1.386e-07      4.780e-08      5.799e-09 
 38.50      1.751e-09      8.215e-11      7.976e-11      1.031e-11      2.049e-12      1.924e-13      4.896e-11      2.130e-10      7.937e-08      7.828e-08      1.372e-07      3.121e-07      1.926e-07      1.071e-07      3.667e-08      4.321e-09 
 39.00      1.304e-09      5.703e-11      5.549e-11      7.017e-12      1.392e-12      1.216e-13      3.415e-11      1.486e-10      6.092e-08      5.943e-08      1.048e-07      2.454e-07      1.500e-07      8.271e-08      2.813e-08      3.220e-09 
 39.50      9.710e-10      3.960e-11      3.861e-11      4.776e-12      9.461e-13      7.680e-14      2.383e-11      1.037e-10      4.676e-08      4.513e-08      8.011e-08      1.930e-07      1.169e-07      6.391e-08      2.158e-08      2.400e-09 
 40.00      7.231e-10      2.750e-11      2.687e-11      3.251e-12      6.430e-13      4.851e-14      1.662e-11      7.238e-11      3.589e-08      3.426e-08      6.123e-08      1.518e-07      9.103e-08      4.938e-08      1.656e-08      1.788e-09 
 40.50      5.386e-10      1.909e-11      1.869e-11      2.213e-12      4.370e-13      3.065e-14      1.160e-11      5.051e-11      2.754e-08      2.602e-08      4.684e-08      1.193e-07      7.091e-08      3.815e-08      1.270e-08      1.333e-09 
 41.00      4.012e-10      1.326e-11      1.301e-11      1.507e-12      2.971e-13      1.936e-14      8.091e-12      3.525e-11      2.114e-08      1.976e-08      3.583e-08      9.384e-08      5.525e-08      2.948e-08      9.747e-09      9.930e-10 
 41.50      2.988e-10      9.211e-12      9.050e-12      1.026e-12      2.020e-13      1.223e-14      5.645e-12      2.460e-11      1.623e-08      1.501e-08      2.743e-08      7.379e-08      4.305e-08      2.278e-08      7.478e-09      7.400e-10 
 42.00      2.226e-10      6.398e-12      6.297e-12      6.981e-13      1.373e-13      7.726e-15      3.939e-12      1.717e-11      1.245e-08      1.140e-08      2.099e-08      5.802e-08      3.354e-08      1.760e-08      5.737e-09      5.514e-10 
