% Status data	Concept with data d.d. 25-02-2015, statistiek voor kleine herhalingstijden afgeleid door Dirk Eilander, hoge herhalingstijden Sofia Caires															
%																
% Typ of data:	Exceedance Probability Table                                                                                                                                                                            															
% N.B. Omni toegevoegd door Chris Geerse op 5 jan 2016
%																
%	N		NNO		NO		ONO		O		OZO		ZO		ZZO		Z		ZZW		ZW		WZW		W		WNW		NW		NNW
%Wind speed	1	2		3		4		5		6		7		8		9		10		11		12		13		14		15		16
%
20	0.000250171	4.59E-05	2.54E-05	1.89E-05	6.47E-06	1.17E-06	1.12E-06	5.99E-06	5.73E-05	0.000540866	0.002024748	0.003293133	0.002907774	0.002639298	0.001559139	0.000651406	1.08E-03
20.5	0.000186425	3.17E-05	1.73E-05	1.31E-05	4.41E-06	7.52E-07	7.08E-07	3.90E-06	4.00E-05	0.000407436	0.001541832	0.002624021	0.002286456	0.002050959	0.001201677	0.000496589	8.40E-04
21	0.000138922	2.18E-05	1.18E-05	9.05E-06	3.00E-06	4.84E-07	4.47E-07	2.54E-06	2.79E-05	0.000306923	0.001174095	0.002090863	0.001797898	0.00159377	0.000926171	0.000378567	6.54E-04
21.5	0.000103523	1.51E-05	8.05E-06	6.27E-06	2.04E-06	3.12E-07	2.82E-07	1.65E-06	1.95E-05	0.000231206	0.000894065	0.00159685	0.001413733	0.001238495	0.000713829	0.000288595	5.03E-04
22	7.71E-05	1.04E-05	5.49E-06	4.34E-06	1.39E-06	2.01E-07	1.78E-07	1.08E-06	1.36E-05	0.000174169	0.000680825	0.001219558	0.001111654	0.000962416	0.000550171	0.000220006	3.87E-04
22.5	5.75E-05	7.18E-06	3.74E-06	3.00E-06	9.46E-07	1.29E-07	1.12E-07	7.00E-07	9.49E-06	0.000131202	0.000518444	0.00093141	0.000874122	0.000747879	0.000424034	0.000167718	2.97E-04
23	4.28E-05	4.95E-06	2.55E-06	2.08E-06	6.44E-07	8.31E-08	7.07E-08	4.56E-07	6.62E-06	9.88E-05	0.000394791	0.000711344	0.000687344	0.000581166	0.000326816	0.000127857	2.29E-04
23.5	3.19E-05	3.42E-06	1.74E-06	1.44E-06	4.38E-07	5.35E-08	4.46E-08	2.97E-07	4.62E-06	7.45E-05	0.000300631	0.000543273	0.000540476	0.000451616	0.000251888	9.75E-05	1.76E-04
24	2.38E-05	2.36E-06	1.19E-06	9.97E-07	2.98E-07	3.44E-08	2.81E-08	1.93E-07	3.23E-06	5.61E-05	0.000228928	0.000414912	0.00042499	0.000350944	0.000194138	7.43E-05	1.36E-04
24.5	1.77E-05	1.63E-06	8.08E-07	6.90E-07	2.03E-07	2.22E-08	1.77E-08	1.26E-07	2.25E-06	4.22E-05	0.000174327	0.00031688	0.000334181	0.000272713	0.000149628	5.66E-05	1.04E-04
25	1.32E-05	1.12E-06	5.51E-07	4.78E-07	1.38E-07	1.43E-08	1.12E-08	8.19E-08	1.57E-06	3.18E-05	0.000132749	0.00024201	0.000262775	0.000211921	0.000115323	4.32E-05	8.03E-05
25.5	9.84E-06	7.75E-07	3.76E-07	3.31E-07	9.41E-08	9.18E-09	7.06E-09	5.33E-08	1.10E-06	2.40E-05	0.000101088	0.00018483	0.000206626	0.000164681	8.89E-05	3.29E-05	6.19E-05
26	7.34E-06	5.35E-07	2.56E-07	2.29E-07	6.41E-08	5.91E-09	4.45E-09	3.47E-08	7.65E-07	1.81E-05	7.70E-05	0.00014116	0.000162476	0.000127971	6.85E-05	2.51E-05	4.77E-05
26.5	5.47E-06	3.69E-07	1.75E-07	1.59E-07	4.36E-08	3.80E-09	2.81E-09	2.26E-08	5.34E-07	1.36E-05	5.86E-05	0.000107807	0.000127759	9.94E-05	5.28E-05	1.91E-05	3.67E-05
27	4.07E-06	2.54E-07	1.19E-07	1.10E-07	2.97E-08	2.45E-09	1.77E-09	1.47E-08	3.73E-07	1.02E-05	4.46E-05	8.23E-05	0.00010046	7.73E-05	4.07E-05	1.46E-05	2.83E-05
27.5	3.04E-06	1.76E-07	8.11E-08	7.60E-08	2.02E-08	1.58E-09	1.12E-09	9.58E-09	2.60E-07	7.72E-06	3.40E-05	6.29E-05	7.90E-05	6.01E-05	3.14E-05	1.11E-05	2.18E-05
28	2.26E-06	1.21E-07	5.53E-08	5.26E-08	1.38E-08	1.01E-09	7.05E-10	6.23E-09	1.82E-07	5.82E-06	2.59E-05	4.80E-05	6.21E-05	4.67E-05	2.42E-05	8.48E-06	1.68E-05
28.5	1.69E-06	8.36E-08	3.77E-08	3.64E-08	9.36E-09	6.53E-10	4.45E-10	4.06E-09	1.27E-07	4.38E-06	1.97E-05	3.67E-05	4.88E-05	3.63E-05	1.86E-05	6.46E-06	1.30E-05
29	1.26E-06	5.77E-08	2.57E-08	2.52E-08	6.37E-09	4.20E-10	2.80E-10	2.64E-09	8.84E-08	3.30E-06	1.50E-05	2.80E-05	3.84E-05	2.82E-05	1.44E-05	4.93E-06	1.00E-05
29.5	9.36E-07	3.98E-08	1.75E-08	1.75E-08	4.34E-09	2.71E-10	1.77E-10	1.72E-09	6.17E-08	2.49E-06	1.14E-05	2.14E-05	3.02E-05	2.19E-05	1.11E-05	3.76E-06	7.72E-06
30	6.98E-07	2.75E-08	1.19E-08	1.21E-08	2.95E-09	1.74E-10	1.12E-10	1.12E-09	4.31E-08	1.87E-06	8.70E-06	1.63E-05	2.37E-05	1.70E-05	8.53E-06	2.86E-06	5.96E-06
30.5	5.20E-07	1.90E-08	8.14E-09	8.37E-09	2.01E-09	1.12E-10	7.04E-11	7.29E-10	3.00E-08	1.41E-06	6.63E-06	1.25E-05	1.87E-05	1.32E-05	6.57E-06	2.18E-06	4.60E-06
31	3.87E-07	1.31E-08	5.55E-09	5.80E-09	1.37E-09	7.22E-11	4.44E-11	4.75E-10	2.10E-08	1.06E-06	5.05E-06	9.53E-06	1.47E-05	1.03E-05	5.07E-06	1.66E-06	3.55E-06
31.5	2.89E-07	9.02E-09	3.78E-09	4.01E-09	9.32E-10	4.65E-11	2.80E-11	3.09E-10	1.46E-08	8.01E-07	3.84E-06	7.28E-06	1.15E-05	7.98E-06	3.91E-06	1.27E-06	2.74E-06
32	2.15E-07	6.23E-09	2.58E-09	2.78E-09	6.34E-10	2.99E-11	1.77E-11	2.01E-10	1.02E-08	6.03E-07	2.93E-06	5.56E-06	9.08E-06	6.20E-06	3.01E-06	9.67E-07	2.12E-06
32.5	1.60E-07	4.30E-09	1.76E-09	1.92E-09	4.32E-10	1.93E-11	1.11E-11	1.31E-10	7.13E-09	4.54E-07	2.23E-06	4.25E-06	7.14E-06	4.82E-06	2.32E-06	7.37E-07	1.64E-06
33	1.19E-07	2.96E-09	1.20E-09	1.33E-09	2.94E-10	1.24E-11	7.03E-12	8.53E-11	4.97E-09	3.42E-07	1.70E-06	3.24E-06	5.61E-06	3.75E-06	1.79E-06	5.62E-07	1.26E-06
33.5	8.90E-08	2.05E-09	8.17E-10	9.22E-10	2.00E-10	7.98E-12	4.43E-12	5.55E-11	3.47E-09	2.58E-07	1.29E-06	2.48E-06	4.41E-06	2.91E-06	1.38E-06	4.28E-07	9.77E-07
34	6.63E-08	1.41E-09	5.57E-10	6.39E-10	1.36E-10	5.14E-12	2.80E-12	3.61E-11	2.42E-09	1.94E-07	9.84E-07	1.89E-06	3.47E-06	2.26E-06	1.06E-06	3.27E-07	7.55E-07
34.5	4.94E-08	9.74E-10	3.80E-10	4.42E-10	9.27E-11	3.31E-12	1.76E-12	2.35E-11	1.69E-09	1.46E-07	7.49E-07	1.44E-06	2.73E-06	1.76E-06	8.19E-07	2.49E-07	5.84E-07
35	3.68E-08	6.72E-10	2.59E-10	3.06E-10	6.31E-11	2.13E-12	1.11E-12	1.53E-11	1.18E-09	1.10E-07	5.71E-07	1.10E-06	2.15E-06	1.37E-06	6.31E-07	1.90E-07	4.52E-07
35.5	2.74E-08	4.64E-10	1.77E-10	2.12E-10	4.29E-11	1.37E-12	7.02E-13	9.97E-12	8.23E-10	8.30E-08	4.35E-07	8.42E-07	1.69E-06	1.06E-06	4.86E-07	1.45E-07	3.49E-07
36	2.05E-08	3.20E-10	1.20E-10	1.47E-10	2.92E-11	8.82E-13	4.43E-13	6.49E-12	5.75E-10	6.25E-08	3.31E-07	6.43E-07	1.33E-06	8.25E-07	3.75E-07	1.10E-07	2.70E-07
36.5	1.52E-08	2.21E-10	8.20E-11	1.02E-10	1.99E-11	5.68E-13	2.79E-13	4.23E-12	4.01E-10	4.71E-08	2.52E-07	4.91E-07	1.04E-06	6.41E-07	2.89E-07	8.41E-08	2.09E-07
37	1.14E-08	1.52E-10	5.59E-11	7.04E-11	1.35E-11	3.65E-13	1.76E-13	2.75E-12	2.80E-10	3.55E-08	1.92E-07	3.75E-07	8.20E-07	4.98E-07	2.23E-07	6.41E-08	1.62E-07
37.5	8.46E-09	1.05E-10	3.81E-11	4.87E-11	9.22E-12	2.35E-13	1.11E-13	1.79E-12	1.95E-10	2.67E-08	1.46E-07	2.87E-07	6.45E-07	3.87E-07	1.72E-07	4.89E-08	1.25E-07
38	6.31E-09	7.25E-11	2.60E-11	3.37E-11	6.28E-12	1.51E-13	7.01E-14	1.17E-12	1.36E-10	2.01E-08	1.11E-07	2.19E-07	5.07E-07	3.01E-07	1.32E-07	3.72E-08	9.70E-08
38.5	4.70E-09	5.00E-11	1.77E-11	2.33E-11	4.27E-12	9.75E-14	4.42E-14	7.59E-13	9.51E-11	1.52E-08	8.47E-08	1.67E-07	3.99E-07	2.34E-07	1.02E-07	2.84E-08	7.51E-08
39	3.50E-09	3.45E-11	1.21E-11	1.62E-11	2.91E-12	6.27E-14	2.79E-14	4.94E-13	6.64E-11	1.14E-08	6.45E-08	1.28E-07	3.14E-07	1.82E-07	7.86E-08	2.16E-08	5.82E-08
39.5	2.61E-09	2.38E-11	8.23E-12	1.12E-11	1.98E-12	4.04E-14	1.75E-14	3.22E-13	4.63E-11	8.61E-09	4.91E-08	9.75E-08	2.47E-07	1.41E-07	6.05E-08	1.65E-08	4.51E-08
40	1.94E-09	1.64E-11	5.61E-12	7.75E-12	1.35E-12	2.60E-14	1.11E-14	2.09E-13	3.23E-11	6.48E-09	3.74E-08	7.45E-08	1.94E-07	1.10E-07	4.67E-08	1.26E-08	3.49E-08
40.5	1.45E-09	1.13E-11	3.83E-12	5.37E-12	9.17E-13	1.68E-14	6.99E-15	1.36E-13	2.26E-11	4.89E-09	2.85E-08	5.69E-08	1.52E-07	8.53E-08	3.60E-08	9.59E-09	2.71E-08
















































































