% Status data	Concept with data d.d. 25-02-2015, statistiek voor kleine herhalingstijden afgeleid door Dirk Eilander, hoge herhalingstijden Sofia Caires															
%																
% Typ of data:	Exceedance Probability Table                                                                                                                                                                            															
% N.B. Omni toegevoegd door Chris Geerse op 5 jan 2016
%																
%	N		NNO		NO		ONO		O		OZO		ZO		ZZO		Z		ZZW		ZW		WZW		W		WNW		NW		NNW
%Wind speed	1	2		3		4		5		6		7		8		9		10		11		12		13		14		15		16
%
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00E+00
0.5	0.988558352	0.975138122	0.992395437	0.997685185	0.99599466	0.992236025	0.991836735	0.998945148	0.996159754	0.997147747	0.996880848	0.997891778	0.999064546	0.995786517	0.994671403	0.996190476	9.96E-01
1	0.933638444	0.944751381	0.975285171	0.972222222	0.963951936	0.967391304	0.968707483	0.981012658	0.98156682	0.988590987	0.983780412	0.991567112	0.989710009	0.984199438	0.962699822	0.963809524	9.78E-01
1.5	0.892448513	0.917127072	0.952471483	0.961805556	0.933244326	0.928571429	0.934693878	0.951476793	0.964669739	0.977181974	0.971927636	0.988756149	0.979420019	0.966292135	0.944937833	0.942857143	9.59E-01
2	0.771167048	0.85359116	0.884030418	0.91087963	0.847797063	0.836956522	0.853061224	0.889240506	0.911674347	0.952082145	0.946974423	0.965565706	0.961646399	0.928370787	0.884547069	0.88	9.10E-01
2.5	0.704805492	0.79558011	0.840304183	0.876157407	0.794392523	0.770186335	0.793197279	0.821729958	0.874807988	0.927552767	0.929507174	0.94940267	0.948550047	0.900280899	0.859680284	0.84	8.75E-01
3	0.585812357	0.701657459	0.762357414	0.787037037	0.666221629	0.636645963	0.662585034	0.713080169	0.804147465	0.886480319	0.895196507	0.914265636	0.908325538	0.841292135	0.790408526	0.765714286	8.03E-01
3.5	0.533180778	0.649171271	0.718631179	0.740740741	0.615487316	0.555900621	0.589115646	0.661392405	0.74500768	0.839132915	0.873986276	0.893183415	0.882132834	0.810393258	0.765541741	0.723809524	7.60E-01
4	0.464530892	0.491712707	0.636882129	0.627314815	0.515353805	0.434782609	0.491156463	0.57278481	0.668202765	0.774671991	0.828446663	0.849613493	0.832086062	0.758426966	0.692717584	0.674285714	6.87E-01
4.5	0.405034325	0.444751381	0.581749049	0.574074074	0.459279039	0.381987578	0.414965986	0.491561181	0.597542243	0.705647461	0.792264504	0.819395643	0.808231993	0.731741573	0.653641208	0.605714286	6.35E-01
5	0.336384439	0.361878453	0.480988593	0.482638889	0.349799733	0.254658385	0.314285714	0.39978903	0.496927803	0.651454649	0.734872115	0.766690091	0.7595884	0.679775281	0.589698046	0.546666667	5.60E-01
5.5	0.279176201	0.298342541	0.427756654	0.438657407	0.308411215	0.190993789	0.23537415	0.338607595	0.430107527	0.574443811	0.673736744	0.730850316	0.73152479	0.630617978	0.525754885	0.459047619	5.02E-01
6	0.219679634	0.245856354	0.346007605	0.33912037	0.224299065	0.116459627	0.149659864	0.259493671	0.349462366	0.5213919	0.611977542	0.680252987	0.671655753	0.56741573	0.46714032	0.411428571	4.35E-01
6.5	0.167048055	0.220994475	0.287072243	0.304398148	0.161548732	0.08215937	0.11292517	0.198312236	0.297235023	0.446662864	0.56830942	0.644413212	0.615528531	0.519662921	0.39964476	0.339047619	3.83E-01
7	0.130434783	0.171270718	0.218631179	0.233796296	0.108144192	0.057961391	0.078928883	0.146624473	0.23655914	0.395322305	0.522769807	0.574139143	0.552853134	0.448033708	0.330373002	0.288571429	3.28E-01
7.5	0.107348719	0.133053867	0.186311787	0.207175926	0.077436582	0.040890319	0.055167228	0.108649789	0.193548387	0.329720479	0.483468497	0.535488405	0.507015903	0.403089888	0.268206039	0.234285714	2.86E-01
8	0.08834873	0.103364613	0.129277567	0.137731481	0.054220473	0.028847103	0.038559054	0.082278481	0.149769585	0.288648032	0.43169058	0.472241743	0.446211413	0.334269663	0.227353464	0.201904762	2.42E-01
8.5	0.072711609	0.080300134	0.094152859	0.111111111	0.03796474	0.020350913	0.026950794	0.058364684	0.11827957	0.231602966	0.390517779	0.425158117	0.415341441	0.303370787	0.181172291	0.161904762	2.08E-01
9	0.059842152	0.062382195	0.068571533	0.079861111	0.026582607	0.014357063	0.018837218	0.041401304	0.096774194	0.195094124	0.341859014	0.364019677	0.371375117	0.257022472	0.145648313	0.135238095	1.76E-01
9.5	0.049250501	0.048462413	0.049940652	0.053512592	0.018612928	0.010128551	0.013166246	0.029368238	0.068356375	0.150028523	0.306924517	0.32677442	0.331150608	0.230337079	0.13321492	0.107876452	1.50E-01
10	0.040533499	0.037648651	0.03637178	0.035857221	0.013032623	0.007145441	0.009202529	0.020832518	0.050691244	0.127210496	0.266375546	0.283204498	0.286248831	0.191011236	0.109437553	0.086050671	1.26E-01
10.5	0.033359347	0.02924784	0.026489569	0.024026874	0.009125338	0.005040931	0.006432094	0.014777659	0.036855801	0.102681118	0.233312539	0.247364722	0.247895229	0.155898876	0.089904179	0.068640726	1.06E-01
11	0.027454971	0.022721562	0.019292355	0.016099705	0.006389488	0.003244831	0.004495703	0.010482612	0.026796542	0.081574444	0.190892077	0.202389318	0.214218896	0.115168539	0.073857292	0.054753197	8.57E-02
11.5	0.022595629	0.017651539	0.014050623	0.010787941	0.004473868	0.002088687	0.002835703	0.007435898	0.019482812	0.064460924	0.167810356	0.171468728	0.174929841	0.094101124	0.060674595	0.04367542	7.10E-02
12	0.018596357	0.013712825	0.01023307	0.007228683	0.003045418	0.001344481	0.001788644	0.005274694	0.01416526	0.048488306	0.125389894	0.130007027	0.137511693	0.076687614	0.049844861	0.034838921	5.43E-02
12.5	0.015304929	0.010652985	0.007452745	0.004843729	0.002073054	0.000865438	0.001128203	0.003741633	0.010299056	0.039361095	0.109794136	0.113141251	0.115996258	0.062496492	0.040948113	0.027790241	4.58E-02
13	0.012596061	0.008275909	0.005427835	0.003245641	0.001411153	0.00055708	0.000711623	0.002435938	0.007488078	0.029548443	0.087336245	0.085734364	0.081384471	0.050931452	0.033639335	0.022167663	3.49E-02
13.5	0.010366645	0.005710407	0.003700241	0.002247158	0.00096059	0.00035859	0.000448863	0.001585884	0.005444315	0.022182068	0.07797879	0.067463106	0.066417212	0.041506535	0.027635092	0.017682657	2.85E-02
14	0.00853182	0.003940201	0.002522513	0.001555846	0.000653885	0.000230823	0.000283124	0.001032468	0.003958368	0.016652117	0.054273238	0.049191848	0.052385407	0.033825708	0.022702538	0.014105066	2.12E-02
14.5	0.006357817	0.002718753	0.001719637	0.001077208	0.000445108	0.00014858	0.000178583	0.000672174	0.002877988	0.012500774	0.046163444	0.040056219	0.041169239	0.027566226	0.01865039	0.011251301	1.71E-02
15	0.004737774	0.001875949	0.001172304	0.000745818	0.00030299	9.56E-05	0.000112643	0.000437609	0.002092483	0.009384353	0.034741636	0.031917442	0.03235455	0.022465068	0.015321505	0.008974915	1.33E-02
15.5	0.003530536	0.001294412	0.000799178	0.000516376	0.000206249	6.16E-05	7.11E-05	0.0002849	0.001460296	0.00704485	0.026145824	0.025432333	0.025427162	0.018307884	0.012586788	0.007159092	1.03E-02
16	0.002630916	0.000893149	0.000544812	0.000357519	0.000140396	3.96E-05	4.48E-05	0.00018548	0.001019107	0.005288581	0.019676797	0.020264893	0.019982987	0.014919991	0.010340188	0.00571065	8.03E-03
16.5	0.001960529	0.000616276	0.000371407	0.000247532	9.56E-05	2.55E-05	2.83E-05	0.000120754	0.000711212	0.003970147	0.014808343	0.016147394	0.015704457	0.012159031	0.00849458	0.004353427	6.25E-03
17	0.001460964	0.000425232	0.000253194	0.000171382	6.51E-05	1.64E-05	1.78E-05	7.86E-05	0.000496338	0.002980396	0.011144447	0.012866504	0.012341997	0.00990899	0.006978393	0.003318769	4.87E-03
17.5	0.001088694	0.000293412	0.000172607	0.000118658	4.43E-05	1.06E-05	1.12E-05	5.12E-05	0.000346383	0.002237389	0.008387076	0.010252238	0.009699469	0.008075321	0.005732828	0.002530013	3.80E-03
18	0.000811283	0.000202455	0.000117669	8.22E-05	3.01E-05	6.80E-06	7.09E-06	3.33E-05	0.000241733	0.001679612	0.006311937	0.008169149	0.007622729	0.006580975	0.004418472	0.001928717	2.95E-03
18.5	0.000604559	0.000139695	8.02E-05	5.69E-05	2.05E-05	4.38E-06	4.47E-06	2.17E-05	0.0001687	0.001265258	0.004750231	0.006509309	0.005990637	0.005363159	0.003405456	0.001470328	2.30E-03
19	0.000450511	9.64E-05	5.47E-05	3.94E-05	1.40E-05	2.82E-06	2.82E-06	1.41E-05	0.000117732	0.000953123	0.003574924	0.005186723	0.00470799	0.004370701	0.002624693	0.001120882	1.79E-03
19.5	0.000335715	6.65E-05	3.73E-05	2.73E-05	9.51E-06	1.81E-06	1.78E-06	9.19E-06	8.22E-05	0.000717991	0.002690412	0.004132864	0.003699969	0.003396407	0.002022933	0.000854488	1.39E-03
