% Status data	Final: 14-07-15													
% Directions:	12													
% Distribution type:	Conditional Weibull	
% duration	12	hour					
% Note:	Tidal data for 12 wind directions	
% wind HvH		hvl.e30					
%
%dir	sigma	alpha	omega	lambda		Searise  dir.   P_richting
%
1	0.332	1.14	2.27	0.020598	0.080	360	0.04094
2	0.2071	1.22	2.27	0.002072	0.080	30	0.04228
3	0.2071	1.22	2.27	0.001357	0.080	60	0.06455
4	0.2071	1.22	2.27	0.001011	0.080	90	0.08662
5	0.2071	1.22	2.27	0.001428	0.080	120	0.06137
6	0.2071	1.22	2.27	0.001371	0.080	150	0.06392
7	0.2071	1.22	2.27	0.000747	0.080	180	0.11730
8	0.2127	1.13	2.27	0.002044	0.080	210	0.16206
9	0.2709	1.15	2.27	0.016021	0.080	240	0.14389
10	0.3329	1.13	2.27	0.064813	0.080	270	0.09864
11	0.4112	1.15	2.27	0.083571	0.080	300	0.07014
12	0.4555	1.17	2.27	0.068032	0.080	330	0.04829










